item_id,order_id,product_id,quantity,unit_price,line_total
1352,ORD00636,PROD0139,1,14201.82,14201.82
1353,ORD00636,PROD0092,5,140982.24,704911.20
1354,ORD00636,PROD0059,5,35594.97,177974.85
1355,ORD00636,PROD0232,4,4469.76,17879.04
1356,ORD00637,PROD0181,2,63768.87,127537.74
1357,ORD00637,PROD0091,5,141135.80,705679.00
1358,ORD00637,PROD0199,3,28468.05,85404.15
1359,ORD00638,PROD0274,4,7846.95,31387.80
1360,ORD00638,PROD0100,3,110269.71,330809.13
1361,ORD00639,PROD0098,5,54814.26,274071.30
1362,ORD00640,PROD0254,3,9824.37,29473.11
1363,ORD00640,PROD0235,3,1609.74,4829.22
1364,ORD00640,PROD0199,2,28468.05,56936.10
1365,ORD00641,PROD0004,3,39811.79,119435.37
1366,ORD00642,PROD0070,5,25905.43,129527.15
1367,ORD00642,PROD0243,5,10094.25,50471.25
1368,ORD00642,PROD0254,3,9824.37,29473.11
1369,ORD00643,PROD0151,1,24271.64,24271.64
1370,ORD00643,PROD0020,3,293010.61,879031.83
1371,ORD00643,PROD0055,2,42567.03,85134.06
1372,ORD00644,PROD0187,4,28776.04,115104.16
1373,ORD00644,PROD0039,1,257535.23,257535.23
1374,ORD00644,PROD0256,1,1625.49,1625.49
1375,ORD00644,PROD0158,3,12650.30,37950.90
1376,ORD00644,PROD0154,3,19738.96,59216.88
1377,ORD00645,PROD0052,1,23501.69,23501.69
1378,ORD00645,PROD0186,1,17418.14,17418.14
1379,ORD00646,PROD0041,1,14461.31,14461.31
1380,ORD00646,PROD0119,3,47472.78,142418.34
1381,ORD00647,PROD0280,4,7685.53,30742.12
1382,ORD00647,PROD0153,1,10840.50,10840.50
1383,ORD00647,PROD0052,3,23501.69,70505.07
1384,ORD00648,PROD0049,5,27088.42,135442.10
1385,ORD00649,PROD0127,1,8700.29,8700.29
1386,ORD00650,PROD0009,2,198883.60,397767.20
1387,ORD00650,PROD0241,2,1174.07,2348.14
1388,ORD00651,PROD0268,3,2944.75,8834.25
1389,ORD00652,PROD0199,5,28468.05,142340.25
1390,ORD00652,PROD0099,3,130788.21,392364.63
1391,ORD00653,PROD0064,4,34644.88,138579.52
1392,ORD00654,PROD0130,5,1182.88,5914.40
1393,ORD00654,PROD0066,2,36291.81,72583.62
1394,ORD00655,PROD0128,1,24463.34,24463.34
1395,ORD00656,PROD0002,1,102447.74,102447.74
1396,ORD00656,PROD0108,3,121332.02,363996.06
1397,ORD00656,PROD0057,2,24240.82,48481.64
1398,ORD00656,PROD0008,4,121518.49,486073.96
1399,ORD00656,PROD0212,2,8757.97,17515.94
1400,ORD00657,PROD0141,2,11608.58,23217.16
1401,ORD00657,PROD0228,2,6170.81,12341.62
1402,ORD00658,PROD0002,4,102447.74,409790.96
1403,ORD00659,PROD0212,1,8757.97,8757.97
1404,ORD00660,PROD0272,3,11096.23,33288.69
1405,ORD00660,PROD0034,3,272513.12,817539.36
1406,ORD00660,PROD0233,2,10621.64,21243.28
1407,ORD00661,PROD0246,2,5399.76,10799.52
1408,ORD00662,PROD0261,2,8607.87,17215.74
1409,ORD00663,PROD0265,1,11740.65,11740.65
1410,ORD00663,PROD0159,5,17483.90,87419.50
1411,ORD00663,PROD0207,1,11561.20,11561.20
1412,ORD00663,PROD0011,2,314229.61,628459.22
1413,ORD00664,PROD0272,4,11096.23,44384.92
1414,ORD00664,PROD0094,5,117897.53,589487.65
1415,ORD00665,PROD0096,3,179864.29,539592.87
1416,ORD00665,PROD0056,4,6299.62,25198.48
1417,ORD00666,PROD0183,4,26053.15,104212.60
1418,ORD00666,PROD0050,5,26917.21,134586.05
1419,ORD00666,PROD0195,2,24091.13,48182.26
1420,ORD00667,PROD0117,4,31515.40,126061.60
1421,ORD00668,PROD0023,4,276589.43,1106357.72
1422,ORD00668,PROD0105,4,162358.65,649434.60
1423,ORD00669,PROD0112,1,35280.59,35280.59
1424,ORD00669,PROD0190,3,22778.54,68335.62
1425,ORD00669,PROD0050,1,26917.21,26917.21
1426,ORD00670,PROD0048,1,10843.12,10843.12
1427,ORD00670,PROD0175,3,102750.60,308251.80
1428,ORD00670,PROD0122,5,16203.67,81018.35
1429,ORD00670,PROD0061,5,6821.26,34106.30
1430,ORD00671,PROD0004,2,39811.79,79623.58
1431,ORD00671,PROD0251,4,5175.86,20703.44
1432,ORD00672,PROD0219,3,14849.13,44547.39
1433,ORD00673,PROD0011,2,314229.61,628459.22
1434,ORD00673,PROD0141,2,11608.58,23217.16
1435,ORD00673,PROD0099,2,130788.21,261576.42
1436,ORD00674,PROD0236,1,7038.57,7038.57
1437,ORD00675,PROD0154,4,19738.96,78955.84
1438,ORD00676,PROD0273,2,1784.35,3568.70
1439,ORD00677,PROD0213,1,2985.64,2985.64
1440,ORD00678,PROD0272,5,11096.23,55481.15
1441,ORD00678,PROD0169,5,41598.42,207992.10
1442,ORD00678,PROD0232,5,4469.76,22348.80
1443,ORD00678,PROD0081,2,110991.10,221982.20
1444,ORD00679,PROD0134,5,19220.41,96102.05
1445,ORD00680,PROD0193,4,9954.82,39819.28
1446,ORD00680,PROD0275,1,10193.83,10193.83
1447,ORD00681,PROD0058,1,14691.81,14691.81
1448,ORD00681,PROD0246,5,5399.76,26998.80
1449,ORD00681,PROD0203,2,3538.98,7077.96
1450,ORD00681,PROD0070,5,25905.43,129527.15
1451,ORD00682,PROD0279,5,962.48,4812.40
1452,ORD00682,PROD0038,1,88262.22,88262.22
1453,ORD00682,PROD0124,3,17164.25,51492.75
1454,ORD00682,PROD0276,5,6563.88,32819.40
1455,ORD00683,PROD0252,2,8223.52,16447.04
1456,ORD00684,PROD0217,1,7092.62,7092.62
1457,ORD00684,PROD0280,3,7685.53,23056.59
1458,ORD00685,PROD0013,3,337113.25,1011339.75
1459,ORD00685,PROD0016,2,256280.50,512561.00
1460,ORD00685,PROD0043,5,16739.67,83698.35
1461,ORD00686,PROD0276,1,6563.88,6563.88
1462,ORD00686,PROD0191,5,44052.51,220262.55
1463,ORD00687,PROD0150,2,12003.33,24006.66
1464,ORD00687,PROD0134,1,19220.41,19220.41
1465,ORD00688,PROD0268,1,2944.75,2944.75
1466,ORD00689,PROD0241,1,1174.07,1174.07
1467,ORD00690,PROD0126,3,13544.05,40632.15
1468,ORD00690,PROD0194,3,24802.59,74407.77
1469,ORD00691,PROD0063,2,35488.70,70977.40
1470,ORD00692,PROD0188,2,51993.13,103986.26
1471,ORD00692,PROD0159,5,17483.90,87419.50
1472,ORD00693,PROD0124,5,17164.25,85821.25
1473,ORD00693,PROD0211,5,8250.11,41250.55
1474,ORD00694,PROD0270,3,907.09,2721.27
1475,ORD00694,PROD0095,1,49921.23,49921.23
1476,ORD00694,PROD0065,1,30524.10,30524.10
1477,ORD00694,PROD0034,4,272513.12,1090052.48
1478,ORD00694,PROD0032,3,246601.80,739805.40
1479,ORD00695,PROD0133,2,23616.92,47233.84
1480,ORD00696,PROD0097,4,9141.77,36567.08
1481,ORD00696,PROD0271,3,1989.71,5969.13
1482,ORD00696,PROD0033,2,245627.48,491254.96
1483,ORD00697,PROD0158,3,12650.30,37950.90
1484,ORD00697,PROD0209,2,2728.52,5457.04
1485,ORD00698,PROD0054,3,31709.48,95128.44
1486,ORD00698,PROD0159,1,17483.90,17483.90
1487,ORD00699,PROD0192,3,94625.99,283877.97
1488,ORD00700,PROD0279,2,962.48,1924.96
1489,ORD00701,PROD0211,3,8250.11,24750.33
1490,ORD00702,PROD0056,5,6299.62,31498.10
1491,ORD00702,PROD0189,5,96833.78,484168.90
1492,ORD00702,PROD0124,5,17164.25,85821.25
1493,ORD00703,PROD0032,1,246601.80,246601.80
1494,ORD00703,PROD0175,3,102750.60,308251.80
1495,ORD00704,PROD0182,1,33297.75,33297.75
1496,ORD00704,PROD0100,4,110269.71,441078.84
1497,ORD00704,PROD0270,2,907.09,1814.18
1498,ORD00704,PROD0132,2,23990.67,47981.34
1499,ORD00704,PROD0162,1,2672.21,2672.21
1500,ORD00705,PROD0102,5,45021.16,225105.80
1501,ORD00705,PROD0124,1,17164.25,17164.25
1502,ORD00706,PROD0021,5,34405.68,172028.40
1503,ORD00706,PROD0209,5,2728.52,13642.60
1504,ORD00706,PROD0018,4,120439.60,481758.40
1505,ORD00706,PROD0040,3,47715.49,143146.47
1506,ORD00706,PROD0043,4,16739.67,66958.68
1507,ORD00707,PROD0006,1,308912.61,308912.61
1508,ORD00707,PROD0095,5,49921.23,249606.15
1509,ORD00707,PROD0107,1,97418.23,97418.23
1510,ORD00707,PROD0014,3,289145.53,867436.59
1511,ORD00708,PROD0126,4,13544.05,54176.20
1512,ORD00708,PROD0194,3,24802.59,74407.77
1513,ORD00708,PROD0171,3,105588.96,316766.88
1514,ORD00708,PROD0242,5,5755.30,28776.50
1515,ORD00709,PROD0189,5,96833.78,484168.90
1516,ORD00710,PROD0270,5,907.09,4535.45
1517,ORD00710,PROD0147,3,5055.12,15165.36
1518,ORD00710,PROD0056,2,6299.62,12599.24
1519,ORD00711,PROD0081,2,110991.10,221982.20
1520,ORD00712,PROD0019,3,339524.65,1018573.95
1521,ORD00713,PROD0203,4,3538.98,14155.92
1522,ORD00714,PROD0066,4,36291.81,145167.24
1523,ORD00715,PROD0105,4,162358.65,649434.60
1524,ORD00715,PROD0185,4,112356.62,449426.48
1525,ORD00716,PROD0109,1,70228.44,70228.44
1526,ORD00717,PROD0221,5,13121.51,65607.55
1527,ORD00718,PROD0074,5,13460.87,67304.35
1528,ORD00718,PROD0108,3,121332.02,363996.06
1529,ORD00719,PROD0230,3,6077.64,18232.92
1530,ORD00719,PROD0100,2,110269.71,220539.42
1531,ORD00719,PROD0176,4,30789.84,123159.36
1532,ORD00720,PROD0192,5,94625.99,473129.95
1533,ORD00721,PROD0025,3,330590.39,991771.17
1534,ORD00721,PROD0260,5,5050.94,25254.70
1535,ORD00722,PROD0232,4,4469.76,17879.04
1536,ORD00722,PROD0131,5,21092.44,105462.20
1537,ORD00722,PROD0085,5,89243.32,446216.60
1538,ORD00723,PROD0234,1,6463.53,6463.53
1539,ORD00724,PROD0128,2,24463.34,48926.68
1540,ORD00725,PROD0115,3,2277.24,6831.72
1541,ORD00726,PROD0012,2,248709.70,497419.40
1542,ORD00726,PROD0243,4,10094.25,40377.00
1543,ORD00727,PROD0090,3,102715.97,308147.91
1544,ORD00727,PROD0111,5,2676.03,13380.15
1545,ORD00728,PROD0186,5,17418.14,87090.70
1546,ORD00728,PROD0125,2,22153.16,44306.32
1547,ORD00729,PROD0177,2,102403.06,204806.12
1548,ORD00729,PROD0209,5,2728.52,13642.60
1549,ORD00729,PROD0061,5,6821.26,34106.30
1550,ORD00730,PROD0076,3,27116.85,81350.55
1551,ORD00730,PROD0223,1,7785.89,7785.89
1552,ORD00731,PROD0111,1,2676.03,2676.03
1553,ORD00731,PROD0008,2,121518.49,243036.98
1554,ORD00731,PROD0247,2,5416.29,10832.58
1555,ORD00731,PROD0219,5,14849.13,74245.65
1556,ORD00732,PROD0077,2,20510.26,41020.52
1557,ORD00733,PROD0085,1,89243.32,89243.32
1558,ORD00733,PROD0245,5,,
1559,ORD00733,PROD0115,4,2277.24,9108.96
1560,ORD00733,PROD0001,5,279610.57,1398052.85
1561,ORD00734,PROD0199,1,28468.05,28468.05
1562,ORD00734,PROD0258,1,4792.40,4792.40
1563,ORD00734,PROD0104,2,,
1564,ORD00735,PROD0143,3,13171.72,39515.16
1565,ORD00735,PROD0042,5,44258.35,221291.75
1566,ORD00736,PROD0268,2,2944.75,5889.50
1567,ORD00736,PROD0101,1,114695.41,114695.41
1568,ORD00736,PROD0227,3,9871.34,29614.02
1569,ORD00736,PROD0211,2,8250.11,16500.22
1570,ORD00737,PROD0030,4,253935.11,1015740.44
1571,ORD00738,PROD0010,5,270434.00,1352170.00
1572,ORD00739,PROD0083,4,160848.97,643395.88
1573,ORD00739,PROD0035,5,190414.55,952072.75
1574,ORD00739,PROD0135,5,2595.60,12978.00
1575,ORD00739,PROD0012,3,248709.70,746129.10
1576,ORD00740,PROD0161,4,25829.99,103319.96
1577,ORD00740,PROD0184,1,48414.15,48414.15
1578,ORD00740,PROD0088,4,,
1579,ORD00740,PROD0104,5,,
1580,ORD00740,PROD0177,1,102403.06,102403.06
1581,ORD00741,PROD0113,4,145706.19,582824.76
1582,ORD00742,PROD0177,1,102403.06,102403.06
1583,ORD00742,PROD0193,2,9954.82,19909.64
1584,ORD00743,PROD0087,5,12717.02,63585.10
1585,ORD00744,PROD0146,2,9207.08,18414.16
1586,ORD00744,PROD0028,4,316366.34,1265465.36
1587,ORD00745,PROD0238,2,6026.76,12053.52
1588,ORD00745,PROD0256,1,1625.49,1625.49
1589,ORD00745,PROD0263,1,8199.23,8199.23
1590,ORD00745,PROD0088,2,,
1591,ORD00746,PROD0134,4,19220.41,76881.64
1592,ORD00746,PROD0266,2,408.26,816.52
1593,ORD00747,PROD0120,2,35341.43,70682.86
1594,ORD00747,PROD0219,5,14849.13,74245.65
1595,ORD00748,PROD0174,5,110640.11,553200.55
1596,ORD00748,PROD0118,4,12699.55,50798.20
1597,ORD00749,PROD0061,4,6821.26,27285.04
1598,ORD00749,PROD0233,1,10621.64,10621.64
1599,ORD00750,PROD0076,1,27116.85,27116.85
1600,ORD00750,PROD0008,4,121518.49,486073.96
1601,ORD00750,PROD0187,5,28776.04,143880.20
1602,ORD00751,PROD0082,1,54346.36,54346.36
1603,ORD00752,PROD0054,5,31709.48,158547.40
1604,ORD00752,PROD0136,2,8175.35,16350.70
1605,ORD00752,PROD0208,1,9010.85,9010.85
1606,ORD00752,PROD0077,5,20510.26,102551.30
1607,ORD00752,PROD0038,2,88262.22,176524.44
1608,ORD00753,PROD0138,4,15463.10,61852.40
1609,ORD00753,PROD0121,5,17176.67,85883.35
1610,ORD00754,PROD0020,3,293010.61,879031.83
1611,ORD00755,PROD0129,3,5323.48,15970.44
1612,ORD00755,PROD0260,2,5050.94,10101.88
1613,ORD00756,PROD0044,3,32574.27,97722.81
1614,ORD00757,PROD0047,2,5512.81,11025.62
1615,ORD00757,PROD0183,2,26053.15,52106.30
1616,ORD00758,PROD0232,3,4469.76,13409.28
1617,ORD00759,PROD0077,5,20510.26,102551.30
1618,ORD00760,PROD0067,5,11627.77,58138.85
1619,ORD00760,PROD0164,2,6702.72,13405.44
1620,ORD00760,PROD0265,4,11740.65,46962.60
1621,ORD00761,PROD0096,2,179864.29,359728.58
1622,ORD00762,PROD0200,4,29196.20,116784.80
1623,ORD00762,PROD0196,5,2511.26,12556.30
1624,ORD00762,PROD0170,1,45302.42,45302.42
1625,ORD00763,PROD0138,4,15463.10,61852.40
1626,ORD00763,PROD0129,4,5323.48,21293.92
1627,ORD00763,PROD0094,5,117897.53,589487.65
1628,ORD00763,PROD0269,4,2989.48,11957.92
1629,ORD00764,PROD0273,5,1784.35,8921.75
1630,ORD00764,PROD0138,5,15463.10,77315.50
1631,ORD00764,PROD0201,1,10976.40,10976.40
1632,ORD00764,PROD0114,3,7586.49,22759.47
1633,ORD00764,PROD0100,4,110269.71,441078.84
1634,ORD00765,PROD0173,2,39177.27,78354.54
1635,ORD00765,PROD0248,3,4809.30,14427.90
1636,ORD00766,PROD0114,1,7586.49,7586.49
1637,ORD00766,PROD0176,2,30789.84,61579.68
1638,ORD00766,PROD0272,5,11096.23,55481.15
1639,ORD00766,PROD0190,1,22778.54,22778.54
1640,ORD00767,PROD0198,1,57432.47,57432.47
1641,ORD00767,PROD0167,5,22365.17,111825.85
1642,ORD00768,PROD0157,5,10758.03,53790.15
1643,ORD00769,PROD0058,1,14691.81,14691.81
1644,ORD00769,PROD0247,2,5416.29,10832.58
1645,ORD00769,PROD0248,5,4809.30,24046.50
1646,ORD00769,PROD0085,3,89243.32,267729.96
1647,ORD00770,PROD0046,3,5762.47,17287.41
1648,ORD00771,PROD0110,4,23332.73,93330.92
1649,ORD00771,PROD0215,5,3385.48,16927.40
1650,ORD00772,PROD0137,2,2019.05,4038.10
1651,ORD00773,PROD0182,2,33297.75,66595.50
1652,ORD00774,PROD0031,4,290316.23,1161264.92
1653,ORD00774,PROD0068,1,43176.46,43176.46
1654,ORD00775,PROD0071,5,9870.56,49352.80
1655,ORD00775,PROD0170,4,45302.42,181209.68
1656,ORD00776,PROD0144,2,801.07,1602.14
1657,ORD00776,PROD0153,2,10840.50,21681.00
1658,ORD00777,PROD0187,5,28776.04,143880.20
1659,ORD00777,PROD0163,3,18374.63,55123.89
1660,ORD00778,PROD0171,2,105588.96,211177.92
1661,ORD00778,PROD0014,1,289145.53,289145.53
1662,ORD00779,PROD0119,2,47472.78,94945.56
1663,ORD00779,PROD0038,2,88262.22,176524.44
1664,ORD00780,PROD0003,3,49538.31,148614.93
1665,ORD00781,PROD0094,3,117897.53,353692.59
1666,ORD00781,PROD0052,3,23501.69,70505.07
1667,ORD00782,PROD0114,4,7586.49,30345.96
1668,ORD00783,PROD0077,2,20510.26,41020.52
1669,ORD00783,PROD0004,3,39811.79,119435.37
1670,ORD00784,PROD0036,5,78738.41,393692.05
1671,ORD00785,PROD0098,2,54814.26,109628.52
1672,ORD00785,PROD0033,5,245627.48,1228137.40
1673,ORD00785,PROD0065,2,30524.10,61048.20
1674,ORD00786,PROD0267,4,6230.11,24920.44
1675,ORD00786,PROD0126,2,13544.05,27088.10
1676,ORD00786,PROD0213,2,2985.64,5971.28
1677,ORD00786,PROD0135,5,2595.60,12978.00
1678,ORD00787,PROD0045,2,15761.34,31522.68
1679,ORD00787,PROD0234,2,6463.53,12927.06
1680,ORD00788,PROD0248,4,4809.30,19237.20
1681,ORD00788,PROD0070,2,25905.43,51810.86
1682,ORD00789,PROD0233,1,10621.64,10621.64
1683,ORD00789,PROD0196,4,2511.26,10045.04
1684,ORD00789,PROD0124,1,17164.25,17164.25
1685,ORD00790,PROD0111,2,2676.03,5352.06
1686,ORD00791,PROD0096,3,179864.29,539592.87
1687,ORD00791,PROD0015,2,222324.51,444649.02
1688,ORD00792,PROD0039,5,257535.23,1287676.15
1689,ORD00792,PROD0156,5,21374.21,106871.05
1690,ORD00792,PROD0121,2,17176.67,34353.34
1691,ORD00793,PROD0277,5,9657.13,48285.65
1692,ORD00793,PROD0105,3,162358.65,487075.95
1693,ORD00793,PROD0164,3,6702.72,20108.16
1694,ORD00794,PROD0202,3,12764.12,38292.36
1695,ORD00795,PROD0256,4,1625.49,6501.96
1696,ORD00795,PROD0060,5,10877.79,54388.95
1697,ORD00795,PROD0093,5,8480.78,42403.90
1698,ORD00796,PROD0240,5,10219.29,51096.45
1699,ORD00797,PROD0266,2,408.26,816.52
1700,ORD00798,PROD0028,1,316366.34,316366.34
1701,ORD00798,PROD0097,1,9141.77,9141.77
1702,ORD00798,PROD0089,3,45090.58,135271.74
1703,ORD00799,PROD0225,2,9270.30,18540.60
1704,ORD00799,PROD0179,3,21340.87,64022.61
1705,ORD00800,PROD0021,3,34405.68,103217.04
1706,ORD00800,PROD0104,2,,
1707,ORD00800,PROD0009,4,198883.60,795534.40
1708,ORD00800,PROD0143,1,13171.72,13171.72
1709,ORD00801,PROD0084,2,37258.14,74516.28
1710,ORD00802,PROD0179,1,21340.87,21340.87
1711,ORD00802,PROD0013,3,337113.25,1011339.75
1712,ORD00803,PROD0213,5,2985.64,14928.20
1713,ORD00803,PROD0241,4,1174.07,4696.28
1714,ORD00803,PROD0043,1,16739.67,16739.67
1715,ORD00803,PROD0108,5,121332.02,606660.10
1716,ORD00804,PROD0081,1,110991.10,110991.10
1717,ORD00805,PROD0059,5,35594.97,177974.85
1718,ORD00806,PROD0093,1,8480.78,8480.78
1719,ORD00807,PROD0271,2,1989.71,3979.42
1720,ORD00807,PROD0225,5,9270.30,46351.50
1721,ORD00807,PROD0128,2,24463.34,48926.68
1722,ORD00808,PROD0155,5,17522.15,87610.75
1723,ORD00809,PROD0203,5,3538.98,17694.90
1724,ORD00810,PROD0188,3,51993.13,155979.39
1725,ORD00811,PROD0066,1,36291.81,36291.81
1726,ORD00811,PROD0255,1,7571.15,7571.15
1727,ORD00812,PROD0277,4,9657.13,38628.52
1728,ORD00812,PROD0188,3,51993.13,155979.39
1729,ORD00813,PROD0247,1,5416.29,5416.29
1730,ORD00814,PROD0086,5,49202.47,246012.35
1731,ORD00815,PROD0065,3,30524.10,91572.30
1732,ORD00816,PROD0004,1,39811.79,39811.79
1733,ORD00816,PROD0114,2,7586.49,15172.98
1734,ORD00816,PROD0147,1,5055.12,5055.12
1735,ORD00817,PROD0232,4,4469.76,17879.04
1736,ORD00817,PROD0189,3,96833.78,290501.34
1737,ORD00818,PROD0218,2,5238.20,10476.40
1738,ORD00819,PROD0057,5,24240.82,121204.10
1739,ORD00819,PROD0023,1,276589.43,276589.43
1740,ORD00820,PROD0231,4,6206.49,24825.96
1741,ORD00821,PROD0265,3,11740.65,35221.95
1742,ORD00821,PROD0050,4,26917.21,107668.84
1743,ORD00822,PROD0101,1,114695.41,114695.41
1744,ORD00822,PROD0261,4,8607.87,34431.48
1745,ORD00823,PROD0272,3,11096.23,33288.69
1746,ORD00824,PROD0223,2,7785.89,15571.78
1747,ORD00825,PROD0016,2,256280.50,512561.00
1748,ORD00826,PROD0081,3,110991.10,332973.30
1749,ORD00826,PROD0226,4,7172.97,28691.88
1750,ORD00827,PROD0071,4,9870.56,39482.24
1751,ORD00828,PROD0013,1,337113.25,337113.25
1752,ORD00828,PROD0035,1,190414.55,190414.55
1753,ORD00829,PROD0279,5,962.48,4812.40
1754,ORD00829,PROD0035,3,190414.55,571243.65
1755,ORD00830,PROD0257,1,2248.73,2248.73
1756,ORD00831,PROD0271,1,1989.71,1989.71
1757,ORD00831,PROD0253,2,8743.34,17486.68
1758,ORD00831,PROD0115,4,2277.24,9108.96
1759,ORD00832,PROD0196,1,2511.26,2511.26
1760,ORD00833,PROD0090,3,102715.97,308147.91
1761,ORD00834,PROD0149,5,8124.11,40620.55
1762,ORD00834,PROD0059,4,35594.97,142379.88
1763,ORD00835,PROD0110,4,23332.73,93330.92
1764,ORD00836,PROD0029,2,149660.33,299320.66
1765,ORD00837,PROD0280,1,7685.53,7685.53
1766,ORD00838,PROD0076,1,27116.85,27116.85
1767,ORD00838,PROD0058,4,14691.81,58767.24
1768,ORD00839,PROD0261,3,8607.87,25823.61
1769,ORD00839,PROD0016,3,256280.50,768841.50
1770,ORD00839,PROD0037,5,266180.98,1330904.90
1771,ORD00839,PROD0280,2,7685.53,15371.06
1772,ORD00839,PROD0205,2,,
1773,ORD00840,PROD0226,3,7172.97,21518.91
1774,ORD00840,PROD0260,4,5050.94,20203.76
1775,ORD00841,PROD0215,3,3385.48,10156.44
1776,ORD00841,PROD0243,4,10094.25,40377.00
1777,ORD00842,PROD0154,1,19738.96,19738.96
1778,ORD00842,PROD0207,1,11561.20,11561.20
1779,ORD00843,PROD0085,5,89243.32,446216.60
1780,ORD00844,PROD0245,3,,
1781,ORD00844,PROD0026,1,34248.48,34248.48
1782,ORD00845,PROD0217,4,7092.62,28370.48
1783,ORD00845,PROD0058,1,14691.81,14691.81
1784,ORD00845,PROD0182,4,33297.75,133191.00
1785,ORD00846,PROD0115,4,2277.24,9108.96
1786,ORD00846,PROD0171,3,105588.96,316766.88
1787,ORD00847,PROD0204,3,5933.15,17799.45
1788,ORD00847,PROD0094,1,117897.53,117897.53
1789,ORD00848,PROD0128,3,24463.34,73390.02
1790,ORD00849,PROD0174,1,110640.11,110640.11
1791,ORD00850,PROD0278,2,6353.37,12706.74
1792,ORD00850,PROD0280,1,7685.53,7685.53
1793,ORD00851,PROD0117,4,31515.40,126061.60
1794,ORD00851,PROD0022,2,222156.94,444313.88
1795,ORD00852,PROD0035,1,190414.55,190414.55
1796,ORD00852,PROD0218,5,5238.20,26191.00
1797,ORD00853,PROD0128,4,24463.34,97853.36
1798,ORD00853,PROD0184,1,48414.15,48414.15
1799,ORD00853,PROD0084,2,37258.14,74516.28
1800,ORD00853,PROD0105,2,162358.65,324717.30
1801,ORD00854,PROD0165,3,22136.37,66409.11
1802,ORD00854,PROD0262,1,3172.89,3172.89
1803,ORD00854,PROD0049,2,27088.42,54176.84
1804,ORD00854,PROD0206,3,5427.42,16282.26
1805,ORD00855,PROD0220,1,11275.57,11275.57
1806,ORD00855,PROD0163,2,18374.63,36749.26
1807,ORD00856,PROD0248,2,4809.30,9618.60
1808,ORD00856,PROD0034,3,272513.12,817539.36
1809,ORD00856,PROD0265,5,11740.65,58703.25
1810,ORD00857,PROD0237,1,7201.43,7201.43
1811,ORD00857,PROD0075,4,5182.19,20728.76
1812,ORD00857,PROD0050,3,26917.21,80751.63
1813,ORD00857,PROD0140,4,2847.84,11391.36
1814,ORD00858,PROD0202,4,12764.12,51056.48
1815,ORD00859,PROD0128,3,24463.34,73390.02
1816,ORD00859,PROD0203,5,3538.98,17694.90
1817,ORD00859,PROD0226,4,7172.97,28691.88
1818,ORD00860,PROD0026,5,34248.48,171242.40
1819,ORD00860,PROD0057,2,24240.82,48481.64
1820,ORD00860,PROD0064,5,34644.88,173224.40
1821,ORD00861,PROD0196,1,2511.26,2511.26
1822,ORD00862,PROD0276,5,6563.88,32819.40
1823,ORD00863,PROD0264,5,4118.15,20590.75
1824,ORD00864,PROD0070,5,25905.43,129527.15
1825,ORD00864,PROD0153,5,10840.50,54202.50
1826,ORD00865,PROD0223,1,7785.89,7785.89
1827,ORD00865,PROD0221,3,13121.51,39364.53
1828,ORD00865,PROD0255,4,7571.15,30284.60
1829,ORD00865,PROD0211,3,8250.11,24750.33
1830,ORD00866,PROD0175,5,102750.60,513753.00
1831,ORD00866,PROD0276,4,6563.88,26255.52
1832,ORD00866,PROD0015,3,222324.51,666973.53
1833,ORD00867,PROD0067,2,11627.77,23255.54
1834,ORD00868,PROD0095,1,49921.23,49921.23
1835,ORD00868,PROD0215,1,3385.48,3385.48
1836,ORD00868,PROD0173,4,39177.27,156709.08
1837,ORD00868,PROD0149,3,8124.11,24372.33
1838,ORD00869,PROD0096,1,179864.29,179864.29
1839,ORD00870,PROD0245,3,,
1840,ORD00870,PROD0243,5,10094.25,50471.25
1841,ORD00870,PROD0160,1,12278.28,12278.28
1842,ORD00870,PROD0206,4,5427.42,21709.68
1843,ORD00870,PROD0069,1,39168.98,39168.98
1844,ORD00871,PROD0258,3,4792.40,14377.20
1845,ORD00872,PROD0275,4,10193.83,40775.32
1846,ORD00872,PROD0008,5,121518.49,607592.45
1847,ORD00872,PROD0056,5,6299.62,31498.10
1848,ORD00873,PROD0041,2,14461.31,28922.62
1849,ORD00874,PROD0140,3,2847.84,8543.52
1850,ORD00874,PROD0229,2,4112.45,8224.90
1851,ORD00874,PROD0070,4,25905.43,103621.72
1852,ORD00874,PROD0210,1,14712.50,14712.50
1853,ORD00875,PROD0246,3,5399.76,16199.28
1854,ORD00876,PROD0180,2,60582.65,121165.30
1855,ORD00877,PROD0258,3,4792.40,14377.20
1856,ORD00877,PROD0167,3,22365.17,67095.51
1857,ORD00877,PROD0130,1,1182.88,1182.88
1858,ORD00878,PROD0101,2,114695.41,229390.82
1859,ORD00878,PROD0040,2,47715.49,95430.98
1860,ORD00878,PROD0058,2,14691.81,29383.62
1861,ORD00879,PROD0252,4,8223.52,32894.08
1862,ORD00879,PROD0044,4,32574.27,130297.08
1863,ORD00879,PROD0231,2,6206.49,12412.98
1864,ORD00880,PROD0276,4,6563.88,26255.52
1865,ORD00880,PROD0195,3,24091.13,72273.39
1866,ORD00880,PROD0087,1,12717.02,12717.02
1867,ORD00880,PROD0038,5,88262.22,441311.10
1868,ORD00881,PROD0100,1,110269.71,110269.71
1869,ORD00882,PROD0137,2,2019.05,4038.10
1870,ORD00882,PROD0118,3,12699.55,38098.65
1871,ORD00882,PROD0170,1,45302.42,45302.42
