customer_id,city,state,signup_date,account_status
CUST0595,Lagos,Lagos,1/26/2024,Active
CUST0596,Ibadan,Oyo,2/4/2023,Active
CUST0597,Abuja,FCT,11/27/2023,Active
CUST0598,Port Harcourt,Rivers,7/23/2023,Active
CUST0599,Ibadan,Oyo,6/21/2023,Active
CUST0600,Abuja,FCT,5/1/2024,Active
CUST0601,Abuja,FCT,12/13/2023,Active
CUST0603,Port Harcourt,Rivers,1/22/2023,Active
CUST0604,Port Harcourt,Rivers,7/9/2024,Active
CUST0605,Kano,Kano,9/5/2024,Active
CUST0606,Lagos,Lagos,4/9/2024,Inactive
CUST0607,Abuja,FCT,9/27/2024,Active
CUST0608,Kano,Kano,7/18/2024,Active
CUST0609,Lagos,Lagos,2/14/2023,Active
CUST0610,Lagos,Lagos,8/7/2024,Active
CUST0611,Kano,Kano,8/15/2023,Active
CUST0612,Lagos,Lagos,3/23/2023,Active
CUST0613,Lagos,Lagos,9/23/2024,Active
CUST0614,Port Harcourt,Rivers,4/10/2023,Active
CUST0615,Abuja,FCT,7/3/2023,Active
CUST0616,Port Harcourt,Rivers,3/13/2024,Active
CUST0617,Port Harcourt,Rivers,9/6/2024,Active
CUST0618,Ibadan,Oyo,3/16/2024,Active
CUST0619,Kano,Kano,9/18/2023,Active
CUST0620,Abuja,FCT,1/17/2023,Active
CUST0621,Lagos,Lagos,10/10/2023,Active
CUST0622,Kano,Kano,6/9/2023,Active
CUST0623,Ibadan,Oyo,2/14/2024,Active
CUST0624,Port Harcourt,Rivers,8/13/2024,Active
CUST0625,Kano,Kano,2/27/2023,Active
CUST0626,Lagos,Lagos,8/21/2023,Active
CUST0627,Ibadan,Oyo,7/6/2024,Active
CUST0629,Lagos,Lagos,8/8/2024,Active
CUST0630,Abuja,FCT,5/19/2023,Active
CUST0631,Abuja,FCT,6/20/2024,Active
CUST0632,Lagos,Lagos,11/18/2024,Active
CUST0633,Lagos,Lagos,6/23/2023,Active
CUST0634,Port Harcourt,Rivers,8/28/2023,Active
CUST0635,Lagos,Lagos,9/27/2024,Active
CUST0636,Lagos,Lagos,8/3/2023,Active
CUST0637,Lagos,Lagos,5/25/2023,Active
CUST0638,Lagos,Lagos,7/25/2023,Active
CUST0639,Lagos,Lagos,11/6/2024,Active
CUST0640,Lagos,Lagos,4/12/2023,Active
CUST0641,Ibadan,Oyo,7/28/2024,Active
CUST0642,Lagos,Lagos,6/10/2023,Inactive
CUST0643,Abuja,FCT,10/10/2023,Active
CUST0644,Ibadan,Oyo,6/5/2023,Active
CUST0645,Kano,Kano,10/2/2024,Active
CUST0646,Lagos,Lagos,4/4/2024,Active
CUST0647,Kano,Kano,11/13/2023,Active
CUST0648,Abuja,FCT,11/22/2023,Inactive
CUST0649,Lagos,Lagos,2/28/2024,Active
CUST0650,Abuja,FCT,7/9/2023,Inactive
CUST0651,Kano,Kano,1/3/2024,Inactive
CUST0652,Lagos,Lagos,2/1/2024,Active
CUST0653,Lagos,Lagos,10/4/2023,Active
CUST0654,Port Harcourt,Rivers,3/25/2024,Active
CUST0655,Kano,Kano,2/12/2023,Active
CUST0656,Port Harcourt,Rivers,6/21/2024,Active
CUST0657,Abuja,FCT,9/9/2023,Active
CUST0658,Ibadan,Oyo,2/20/2023,Active
CUST0659,Abuja,FCT,2/25/2023,Active
CUST0660,Abuja,FCT,8/22/2024,Active
CUST0661,Abuja,FCT,7/26/2023,Active
CUST0662,Lagos,Lagos,4/5/2024,Active
CUST0663,Abuja,FCT,1/25/2024,Inactive
CUST0664,Ibadan,Oyo,2/22/2023,Active
CUST0665,Port Harcourt,Rivers,7/27/2023,Inactive
CUST0666,Lagos,Lagos,5/20/2024,Active
CUST0667,Kano,Kano,9/8/2023,Active
CUST0668,Kano,Kano,12/24/2023,Inactive
CUST0669,Kano,Kano,4/22/2023,Active
CUST0670,Lagos,Lagos,7/29/2024,Active
CUST0671,Port Harcourt,Rivers,1/24/2024,Active
CUST0672,Port Harcourt,Rivers,10/9/2023,Active
CUST0673,Abuja,FCT,10/6/2024,Active
CUST0674,Abuja,FCT,3/13/2024,Active
CUST0675,Lagos,Lagos,5/23/2024,Active
CUST0676,Abuja,FCT,7/18/2023,Inactive
CUST0677,Abuja,FCT,2/29/2024,Active
CUST0678,Lagos,Lagos,9/18/2023,Active
CUST0679,Lagos,Lagos,12/16/2023,Active
CUST0680,Kano,Kano,11/19/2024,Active
CUST0681,Port Harcourt,Rivers,7/3/2024,Active
CUST0682,Port Harcourt,Rivers,11/25/2024,Active
CUST0683,Lagos,Lagos,3/9/2023,Active
CUST0684,Port Harcourt,Rivers,9/12/2024,Active
CUST0685,Lagos,Lagos,10/6/2023,Active
CUST0686,Ibadan,Oyo,11/6/2023,Active
CUST0687,Port Harcourt,Rivers,5/9/2024,Active
CUST0688,Lagos,Lagos,12/2/2023,Active
CUST0689,Port Harcourt,Rivers,6/18/2024,Active
CUST0690,Ibadan,Oyo,2/17/2023,Active
CUST0691,Lagos,Lagos,7/17/2023,Active
CUST0692,Lagos,Lagos,1/16/2023,Active
CUST0693,Abuja,FCT,10/18/2023,Active
CUST0694,Lagos,Lagos,4/27/2024,Active
CUST0695,Lagos,Lagos,8/29/2024,Active
CUST0696,Kano,Kano,11/17/2024,Active
CUST0697,Ibadan,Oyo,4/24/2024,Active
CUST0698,Kano,Kano,9/23/2024,Active
CUST0699,Abuja,FCT,5/14/2024,Inactive
CUST0700,Lagos,Lagos,9/10/2024,Active
CUST0701,Lagos,Lagos,11/6/2023,Active
CUST0702,Kano,Kano,1/29/2024,Inactive
CUST0703,Port Harcourt,Rivers,12/17/2023,Active
CUST0704,Lagos,Lagos,5/13/2024,Active
CUST0705,Abuja,FCT,2/20/2024,Inactive
CUST0706,Kano,Kano,4/3/2023,Active
CUST0707,Ibadan,Oyo,6/28/2024,Active
CUST0708,Lagos,Lagos,11/8/2023,Active
CUST0709,Port Harcourt,Rivers,6/6/2024,Active
CUST0710,Ibadan,Oyo,7/27/2024,Active
CUST0711,Lagos,Lagos,10/2/2024,Active
CUST0712,Abuja,FCT,7/12/2023,Active
CUST0713,Port Harcourt,Rivers,3/15/2023,Active
CUST0714,Port Harcourt,Rivers,10/19/2024,Active
CUST0715,Ibadan,Oyo,6/5/2024,Active
CUST0716,Abuja,FCT,8/31/2023,Active
CUST0717,Abuja,FCT,5/9/2024,Active
CUST0718,Kano,Kano,10/14/2023,Active
CUST0719,Abuja,FCT,11/15/2024,Inactive
CUST0720,Kano,Kano,6/8/2024,Active
CUST0721,Abuja,FCT,9/3/2024,Active
CUST0722,Lagos,Lagos,10/26/2023,Active
CUST0723,Lagos,Lagos,10/12/2023,Active
CUST0724,Lagos,Lagos,8/28/2024,Active
CUST0725,Abuja,FCT,7/5/2023,Active
CUST0726,Lagos,Lagos,5/22/2024,Active
CUST0727,Port Harcourt,Rivers,12/20/2023,Inactive
CUST0153,Lagos,Lagos,10/10/2024,Active
CUST0728,Port Harcourt,Rivers,5/2/2024,Active
CUST0729,Lagos,Lagos,3/21/2024,Inactive
CUST0730,Abuja,FCT,6/28/2024,Active
CUST0731,Kano,Kano,9/19/2023,Active
CUST0732,Abuja,FCT,6/16/2024,Active
CUST0733,Lagos,Lagos,6/21/2024,Active
CUST0735,Ibadan,Oyo,9/11/2024,Active
CUST0736,Ibadan,Oyo,3/19/2023,Active
CUST0737,Port Harcourt,Rivers,3/5/2023,Active
CUST0738,Ibadan,Oyo,7/25/2023,Active
CUST0739,Kano,Kano,10/20/2024,Active
CUST0740,Port Harcourt,Rivers,4/1/2024,Inactive
CUST0741,Lagos,Lagos,6/5/2023,Active
CUST0742,Kano,Kano,3/13/2023,Active
CUST0743,Abuja,FCT,1/3/2024,Active
CUST0744,Abuja,FCT,3/24/2023,Active
CUST0745,Kano,Kano,11/3/2023,Active
CUST0746,Kano,Kano,7/14/2023,Active
CUST0747,Lagos,Lagos,10/20/2024,Active
CUST0748,Ibadan,Oyo,2/27/2023,Active
CUST0749,Abuja,FCT,7/3/2024,Active
CUST0750,Ibadan,Oyo,9/25/2024,Inactive
CUST0751,Lagos,Lagos,4/12/2024,Active
CUST0752,Lagos,Lagos,8/14/2023,Inactive
CUST0753,Abuja,FCT,7/12/2024,Active
CUST0754,Port Harcourt,Rivers,3/1/2024,Active
CUST0755,Kano,Kano,10/9/2024,Active
CUST0756,Lagos,Lagos,10/29/2024,Active
CUST0757,Abuja,FCT,10/5/2023,Active
CUST0758,Lagos,Lagos,5/26/2024,Active
CUST0759,Kano,Kano,7/16/2023,Active
CUST0760,Kano,Kano,11/6/2024,Active
CUST0761,Lagos,Lagos,5/24/2024,Active
CUST0762,Ibadan,Oyo,9/23/2024,Active
CUST0763,Lagos,Lagos,1/30/2023,Active
CUST0764,Lagos,Lagos,11/24/2024,Active
CUST0765,Port Harcourt,Rivers,7/24/2023,Active
CUST0766,Lagos,Lagos,9/16/2024,Active
CUST0767,Abuja,FCT,12/10/2023,Active
CUST0768,Lagos,Lagos,8/14/2023,Active
CUST0019,Port Harcourt,Rivers,7/16/2024,Active
CUST0769,Lagos,Lagos,8/24/2023,Active
CUST0770,Abuja,FCT,3/14/2024,Active
CUST0771,Lagos,Lagos,6/2/2023,Active
CUST0772,Abuja,FCT,3/11/2024,Active
CUST0773,Port Harcourt,Rivers,1/13/2023,Active
CUST0774,Ibadan,Oyo,1/17/2023,Active
CUST0775,Lagos,Lagos,4/19/2024,Active
CUST0776,Abuja,FCT,10/4/2024,Inactive
CUST0777,Abuja,FCT,7/9/2024,Active
CUST0778,Port Harcourt,Rivers,6/11/2024,Active
CUST0779,Ibadan,Oyo,1/11/2024,Active
CUST0780,Kano,Kano,4/27/2023,Active
CUST0781,Port Harcourt,Rivers,11/27/2024,Active
CUST0782,Lagos,Lagos,4/26/2024,Active
CUST0783,Port Harcourt,Rivers,3/9/2023,Active
CUST0784,Lagos,Lagos,6/18/2023,Active
CUST0785,Lagos,Lagos,3/2/2024,Active
CUST0786,Ibadan,Oyo,10/26/2023,Active
CUST0787,Ibadan,Oyo,11/2/2024,Active
CUST0788,Abuja,FCT,8/3/2024,Active
CUST0789,Lagos,Lagos,2/18/2023,Active
CUST0790,Abuja,FCT,7/6/2023,Active
CUST0791,Lagos,Lagos,1/14/2024,Active
CUST0792,Port Harcourt,Rivers,6/16/2023,Active
CUST0793,Ibadan,Oyo,11/24/2023,Active
CUST0794,Kano,Kano,8/10/2024,Active
CUST0795,Lagos,Lagos,4/30/2023,Active
CUST0796,Kano,Kano,10/18/2024,Active
CUST0809,Lagos,Lagos,3/20/2023,Active
CUST0810,Lagos,Lagos,11/20/2023,Active
CUST0811,Port Harcourt,Rivers,5/28/2023,Inactive
CUST0812,Lagos,Lagos,4/15/2023,Active
CUST0813,Lagos,Lagos,6/28/2024,Active
CUST0814,Port Harcourt,Rivers,5/15/2023,Active
CUST0815,Lagos,Lagos,9/3/2024,Active
CUST0816,Lagos,Lagos,5/26/2023,Active
CUST0005,Port Harcourt,Rivers,10/28/2023,Active
CUST0006,Ibadan,Oyo,8/22/2023,Active
CUST0007,Ibadan,Oyo,1/9/2024,Active
CUST0008,Lagos,Lagos,9/8/2023,Active
CUST0009,Lagos,Lagos,2/27/2023,Active
CUST0010,Port Harcourt,Rivers,11/19/2023,Active
CUST0011,Abuja,FCT,7/28/2024,Active
CUST0012,Ibadan,Oyo,5/20/2024,Active
CUST0013,Ibadan,Oyo,1/30/2024,Active
CUST0014,Abuja,FCT,7/3/2024,Active
CUST0817,Lagos,Lagos,3/21/2023,Inactive
CUST0818,Port Harcourt,Rivers,8/30/2024,Inactive
CUST0819,Ibadan,Oyo,5/7/2023,Active
CUST0820,Kano,Kano,10/12/2023,Active
CUST0821,Abuja,FCT,8/6/2024,Inactive
CUST0822,Abuja,FCT,7/4/2024,Inactive
CUST0823,Ibadan,Oyo,8/26/2024,Active
CUST0824,Lagos,Lagos,4/26/2023,Active
CUST0825,Lagos,Lagos,10/23/2023,Active
CUST0826,Lagos,Lagos,11/16/2023,Active
CUST0827,Lagos,Lagos,5/2/2024,Active
CUST0734,Abuja,FCT,4/5/2023,Inactive
CUST0839,Abuja,FCT,8/28/2024,Active
CUST0840,Port Harcourt,Rivers,1/11/2024,Active
CUST0841,Lagos,Lagos,1/1/2024,Active
CUST0842,Kano,Kano,3/9/2023,Active
CUST0843,Lagos,Lagos,3/8/2024,Active
CUST0844,Lagos,Lagos,8/7/2024,Active
CUST0845,Lagos,Lagos,5/29/2024,Active
CUST0846,Lagos,Lagos,10/12/2024,Active
CUST0847,Port Harcourt,Rivers,8/10/2024,Active
CUST0848,Kano,Kano,8/3/2024,Active
CUST0849,Abuja,FCT,11/4/2023,Active
CUST0020,Ibadan,Oyo,7/25/2023,Active
CUST0021,Ibadan,Oyo,9/11/2023,Active
CUST0022,Lagos,Lagos,10/8/2024,Inactive
CUST0023,Ibadan,Oyo,5/12/2024,Active
CUST0024,Port Harcourt,Rivers,2/21/2024,Active
CUST0025,Kano,Kano,11/20/2024,Active
CUST0026,Lagos,Lagos,7/14/2023,Active
CUST0027,Abuja,FCT,7/17/2024,Active
CUST0028,Ibadan,Oyo,2/15/2024,Active
CUST0029,Abuja,FCT,3/9/2024,Active
CUST0030,Lagos,Lagos,3/4/2023,Active
CUST0031,Lagos,Lagos,6/4/2024,Active
CUST0032,Lagos,Lagos,9/10/2023,Active
CUST0033,Kano,Kano,7/29/2023,Active
CUST0034,Lagos,Lagos,3/16/2023,Inactive
CUST0035,Ibadan,Oyo,12/24/2023,Active
CUST0036,Abuja,FCT,10/31/2024,Active
CUST0037,Ibadan,Oyo,7/20/2024,Active
CUST0038,Kano,Kano,6/1/2024,Active
CUST0039,Lagos,Lagos,10/14/2024,Active
CUST0040,Port Harcourt,Rivers,6/2/2023,Active
CUST0041,Kano,Kano,2/10/2023,Active
CUST0042,Kano,Kano,2/21/2024,Active
CUST0043,Ibadan,Oyo,1/26/2023,Active
CUST0044,Port Harcourt,Rivers,1/27/2024,Active
CUST0476,Port Harcourt,Rivers,12/30/2023,Active
CUST0602,Lagos,Lagos,5/14/2024,Active
CUST0045,Lagos,Lagos,8/22/2023,Active
CUST0046,Lagos,Lagos,12/26/2023,Active
CUST0828,Lagos,Lagos,11/5/2024,Active
CUST0829,Lagos,Lagos,6/22/2023,Inactive
CUST0830,Lagos,Lagos,5/26/2024,Active
CUST0831,Port Harcourt,Rivers,2/14/2024,Active
CUST0832,Ibadan,Oyo,5/6/2023,Active
CUST0833,Lagos,Lagos,5/25/2024,Active
CUST0834,Abuja,FCT,3/20/2023,Active
CUST0835,Port Harcourt,Rivers,7/9/2024,Active
CUST0836,Abuja,FCT,4/5/2024,Active
CUST0837,Abuja,FCT,11/7/2023,Active
CUST0838,Abuja,FCT,8/5/2024,Active
CUST0551,Kano,Kano,6/11/2023,Active
CUST0047,Kano,Kano,9/25/2023,Active
CUST0048,Lagos,Lagos,9/12/2024,Active
CUST0049,Abuja,FCT,6/16/2024,Active
CUST0050,Abuja,FCT,11/4/2023,Active
CUST0051,Lagos,Lagos,1/24/2024,Active
CUST0052,Kano,Kano,8/4/2023,Active
CUST0053,Abuja,FCT,6/23/2023,Active
CUST0054,Abuja,FCT,8/29/2023,Active
CUST0055,Port Harcourt,Rivers,3/16/2023,Active
CUST0056,Lagos,Lagos,1/6/2023,Active
CUST0057,Port Harcourt,Rivers,2/21/2023,Active
CUST0058,Abuja,FCT,11/21/2023,Active
CUST0859,Lagos,Lagos,10/12/2023,Active
CUST0860,Kano,Kano,1/21/2023,Active
CUST0861,Lagos,Lagos,9/8/2024,Active
CUST0862,Lagos,Lagos,11/18/2024,Active
CUST0863,Kano,Kano,8/30/2023,Active
CUST0864,Lagos,Lagos,6/18/2024,Active
CUST0865,Kano,Kano,5/23/2024,Active
CUST0850,Lagos,Lagos,7/14/2024,Active
CUST0851,Ibadan,Oyo,6/18/2024,Active
CUST0852,Lagos,Lagos,6/4/2023,Active
CUST0853,Port Harcourt,Rivers,2/25/2024,Active
CUST0854,Lagos,Lagos,7/28/2023,Active
CUST0855,Port Harcourt,Rivers,9/20/2023,Active
CUST0856,Kano,Kano,4/27/2023,Active
CUST0857,Lagos,Lagos,4/20/2024,Active
CUST0858,Abuja,FCT,7/26/2023,Active
CUST0001,Kano,Kano,11/23/2024,Active
CUST0002,Kano,Kano,1/28/2023,Active
CUST0003,Lagos,Lagos,6/13/2023,Active
CUST0004,Lagos,Lagos,12/19/2023,Active
CUST0015,Lagos,Lagos,9/27/2023,Active
CUST0016,Abuja,FCT,6/6/2023,Active
CUST0017,Abuja,FCT,1/20/2023,Active
CUST0018,Ibadan,Oyo,3/22/2023,Active
CUST0455,Abuja,FCT,3/6/2024,Active
CUST0797,Port Harcourt,Rivers,4/1/2024,Active
CUST0798,Ibadan,Oyo,2/27/2023,Active
CUST0799,Abuja,FCT,12/20/2023,Active
CUST0800,Ibadan,Oyo,3/1/2024,Active
CUST0801,Lagos,Lagos,8/24/2024,Active
CUST0802,Lagos,Lagos,1/20/2024,Active
CUST0803,Kano,Kano,5/21/2023,Active
CUST0804,Lagos,Lagos,11/8/2023,Active
CUST0805,Abuja,FCT,10/13/2024,Active
CUST0806,Abuja,FCT,3/10/2023,Active
CUST0807,Kano,Kano,5/3/2023,Active
CUST0808,Port Harcourt,Rivers,5/19/2023,Active
