order_id,customer_id,seller_id,order_date,delivery_date,order_status,total_amount
ORD00754,CUST0224,SELL021,2024-08-18,,Processing,879031.83
ORD00755,CUST0225,SELL070,2023-10-13,,Returned,26072.32
ORD00756,CUST0225,SELL081,2024-11-05,,Cancelled,97722.81
ORD00757,CUST0225,SELL089,2024-07-23,2024-07-25,Delivered,63131.92
ORD00758,CUST0225,SELL085,2024-03-25,2024-04-04,Delivered,13409.28
ORD00759,CUST0227,SELL064,2024-12-03,,Cancelled,102551.30
ORD00760,CUST0227,SELL020,2024-12-04,,Returned,118506.89
ORD00761,CUST0227,SELL001,2024-12-13,2024-12-18,Delivered,359728.58
ORD00762,CUST0227,SELL047,2024-08-06,,Returned,135330.44
ORD00763,CUST0227,SELL044,2024-12-15,2024-12-21,Delivered,684591.89
ORD00764,CUST0228,SELL082,2024-10-24,,Returned,561051.96
ORD00765,CUST0228,SELL024,2024-12-27,,Shipped,92782.44
ORD00766,CUST0228,SELL029,2024-10-22,2024-10-27,Delivered,147425.86
ORD00767,CUST0228,SELL063,2024-11-16,2024-11-22,Delivered,169258.32
ORD00768,CUST0228,SELL029,2024-12-27,2024-12-30,Delivered,53790.15
ORD00769,CUST0228,SELL010,2024-12-05,,Processing,317300.85
ORD00770,CUST0228,SELL027,2024-10-05,2024-10-08,Delivered,17287.41
ORD00771,CUST0229,SELL047,2024-03-05,2024-03-07,Delivered,110258.32
ORD00772,CUST0229,SELL006,2024-08-27,,Processing,4038.10
ORD00773,CUST0229,SELL012,2024-03-06,2024-03-13,Delivered,66595.50
ORD00774,CUST0229,SELL068,2024-03-13,,Returned,1204441.38
ORD00775,CUST0229,SELL045,2024-09-30,,Cancelled,230562.48
ORD00776,CUST0229,SELL058,2024-11-04,,Cancelled,23283.14
ORD00777,CUST0231,SELL076,2024-12-22,,Returned,199004.09
ORD00778,CUST0231,SELL089,2023-10-16,,Shipped,500323.45
ORD00779,CUST0231,SELL076,2024-04-26,2024-04-28,Delivered,271470.00
ORD00780,CUST0231,SELL041,2023-10-13,,Processing,148614.93
ORD00781,CUST0231,SELL055,2024-01-11,,Returned,424197.66
ORD00782,CUST0231,SELL063,2024-07-13,2024-07-18,Delivered,30345.96
ORD00783,CUST0231,SELL038,2024-09-10,,Returned,160455.89
ORD00784,CUST0231,SELL037,2023-12-05,,Shipped,393692.05
ORD00785,CUST0231,SELL014,2024-12-24,,Processing,1398814.12
ORD00786,CUST0232,SELL002,2024-10-23,2024-10-31,Delivered,70957.82
ORD00787,CUST0232,SELL052,2024-06-28,,Processing,44449.74
ORD00788,CUST0232,SELL072,2024-08-07,2024-08-14,Delivered,71048.06
ORD00789,CUST0232,SELL066,2024-08-08,2024-08-11,Delivered,37830.93
ORD00790,CUST0233,SELL023,2024-09-20,,Returned,5352.06
ORD00791,CUST0233,SELL084,2024-10-15,,Shipped,984241.89
ORD00792,CUST0235,SELL055,2024-01-07,,Shipped,1428900.54
ORD00793,CUST0235,SELL032,2024-07-22,,Returned,555469.76
ORD00794,CUST0236,SELL064,2024-11-02,,Returned,
ORD00795,CUST0236,SELL074,2024-07-22,2024-07-25,Delivered,103294.81
ORD00796,CUST0236,SELL008,2024-06-11,2024-06-13,Delivered,51096.45
ORD00797,CUST0236,SELL042,2024-06-21,2024-06-28,Delivered,816.52
ORD00798,CUST0237,SELL051,2024-07-18,2024-07-25,Delivered,460779.85
ORD00799,CUST0237,SELL067,2024-12-15,,Shipped,82563.21
ORD00800,CUST0237,SELL051,2024-08-22,,Returned,
ORD00801,CUST0237,SELL009,2024-11-16,2024-11-25,Delivered,74516.28
ORD00802,CUST0238,SELL083,2024-12-04,2024-12-06,Delivered,1032680.62
ORD00803,CUST0238,SELL026,2024-12-31,2025-01-05,Delivered,643024.25
ORD00804,CUST0238,SELL020,2024-12-02,,Returned,110991.10
ORD00805,CUST0238,SELL085,2024-12-28,2025-01-04,Delivered,177974.85
ORD00806,CUST0238,SELL014,2024-12-06,2024-12-10,Delivered,8480.78
ORD00807,CUST0238,SELL085,2024-12-27,2024-12-30,Delivered,103538.61
ORD00808,CUST0238,SELL085,2024-12-20,2024-12-21,Delivered,87610.75
ORD00809,CUST0238,SELL037,2024-12-17,2024-12-18,Delivered,17694.90
ORD00810,CUST0242,SELL076,2024-07-10,,Processing,155979.39
ORD00811,CUST0244,SELL073,2024-12-12,,Returned,43862.96
ORD00812,CUST0244,SELL046,2024-12-08,2024-12-17,Delivered,194607.91
ORD00813,CUST0244,SELL020,2024-11-30,2024-12-04,Delivered,5416.29
ORD00814,CUST0244,SELL064,2024-12-09,2024-12-20,Delivered,246012.35
ORD00815,CUST0245,SELL053,2024-05-24,2024-05-26,Delivered,91572.30
ORD00816,CUST0245,SELL021,2024-05-30,2024-06-05,Delivered,60039.89
ORD00817,CUST0245,SELL064,2024-12-21,,Shipped,308380.38
ORD00818,CUST0245,SELL045,2024-10-01,,Returned,10476.40
ORD00819,CUST0245,SELL060,2024-12-04,2024-12-10,Delivered,397793.53
ORD00820,CUST0246,SELL071,2023-05-12,2023-05-20,Delivered,24825.96
ORD00821,CUST0246,SELL006,2024-08-15,2024-08-25,Delivered,142890.79
ORD00822,CUST0246,SELL008,2023-07-22,,Shipped,149126.89
ORD00823,CUST0247,SELL037,2024-02-20,2024-02-21,Delivered,33288.69
ORD00824,CUST0247,SELL026,2024-08-14,2024-08-20,Delivered,15571.78
ORD00825,CUST0248,SELL077,2024-06-09,2024-06-17,Delivered,
ORD00826,CUST0248,SELL026,2024-02-03,,Shipped,361665.18
ORD00827,CUST0248,SELL068,2024-01-09,2024-01-12,Delivered,29001.62
ORD00828,CUST0248,SELL043,2024-05-24,2024-05-30,Delivered,527527.80
ORD00829,CUST0249,SELL034,2024-10-23,2024-10-29,Delivered,576056.05
ORD00830,CUST0249,SELL006,2024-10-27,2024-10-29,Delivered,2248.73
ORD00831,CUST0249,SELL051,2024-12-21,,Shipped,28585.35
ORD00832,CUST0250,SELL038,2024-06-18,,Cancelled,2511.26
ORD00833,CUST0250,SELL032,2023-12-31,2024-01-06,Delivered,308147.91
ORD00834,CUST0250,SELL086,2024-11-22,,Shipped,183000.43
ORD00835,CUST0250,SELL085,2024-04-19,2024-04-27,Delivered,93330.92
ORD00836,CUST0250,SELL014,2024-09-07,,Processing,299320.66
ORD00837,CUST0250,SELL081,2024-10-23,,Processing,7685.53
ORD00838,CUST0251,SELL075,2024-12-14,,Cancelled,85884.09
ORD00839,CUST0251,SELL076,2024-12-20,,Cancelled,
ORD00840,CUST0252,SELL030,2024-11-09,,Cancelled,41722.67
ORD00841,CUST0252,SELL034,2024-03-18,,Processing,50533.44
ORD00842,CUST0252,SELL049,2024-05-18,,Processing,31300.16
ORD00843,CUST0252,SELL076,2024-10-28,,Returned,446216.60
ORD00844,CUST0252,SELL051,2024-10-31,2024-11-06,Delivered,
ORD00845,CUST0252,SELL012,2024-04-16,2024-04-23,Delivered,176253.29
ORD00846,CUST0252,SELL089,2024-05-16,2024-05-22,Delivered,325875.84
ORD00847,CUST0252,SELL085,2024-12-09,,Processing,135696.98
ORD00848,CUST0252,SELL049,2024-07-09,,Processing,73390.02
ORD00849,CUST0253,SELL057,2024-05-18,2024-05-21,Delivered,110640.11
ORD00850,CUST0254,SELL081,2024-10-27,,Processing,20392.27
ORD00851,CUST0254,SELL069,2024-04-27,2024-05-05,Delivered,570375.48
ORD00852,CUST0254,SELL068,2024-03-22,,Shipped,216605.55
ORD00853,CUST0254,SELL076,2024-02-11,2024-02-14,Delivered,545501.09
ORD00854,CUST0254,SELL006,2024-01-05,2024-01-10,Delivered,140041.10
ORD00855,CUST0254,SELL016,2024-06-07,2024-06-13,Delivered,48024.83
ORD00856,CUST0254,SELL061,2024-10-21,2024-10-24,Delivered,885861.21
ORD00857,CUST0254,SELL001,2024-11-22,2024-12-02,Delivered,120073.18
ORD00858,CUST0254,SELL080,2024-04-29,,Processing,51056.48
ORD00859,CUST0254,SELL080,2024-11-15,,Returned,119776.80
ORD00860,CUST0255,SELL041,2024-05-08,,Cancelled,392948.44
ORD00861,CUST0255,SELL047,2024-11-01,,Processing,2511.26
ORD00862,CUST0255,SELL008,2023-12-26,2024-01-09,Delivered,32819.40
ORD00863,CUST0255,SELL083,2024-04-24,2024-05-08,Delivered,20590.75
ORD00864,CUST0257,SELL084,2023-04-20,,Cancelled,183729.65
ORD00865,CUST0257,SELL088,2024-04-14,,Shipped,102185.35
ORD00866,CUST0258,SELL063,2024-09-18,,Processing,1206982.05
ORD00867,CUST0258,SELL078,2024-07-21,,Processing,23255.54
ORD00868,CUST0258,SELL017,2024-12-23,2024-12-27,Delivered,234388.12
ORD00869,CUST0258,SELL055,2024-06-15,2024-06-21,Delivered,179864.29
ORD00870,CUST0258,SELL055,2024-12-14,,Processing,
ORD00871,CUST0258,SELL012,2024-11-30,,Shipped,14377.20
ORD00872,CUST0258,SELL001,2024-09-09,,Shipped,679865.87
ORD00873,CUST0258,SELL017,2024-10-06,,Shipped,28922.62
ORD00874,CUST0258,SELL002,2024-09-01,2024-09-08,Delivered,135102.64
ORD00875,CUST0258,SELL033,2024-07-14,2024-07-19,Delivered,16199.28
ORD00876,CUST0258,SELL069,2024-10-30,,Returned,121165.30
ORD00877,CUST0259,SELL089,2024-09-22,2024-09-27,Delivered,104703.44
ORD00878,CUST0259,SELL044,2024-11-23,2024-11-27,Delivered,354205.42
ORD00879,CUST0259,SELL079,2024-11-02,,Processing,175604.14
ORD00880,CUST0259,SELL025,2024-10-02,2024-10-03,Delivered,552557.03
ORD00881,CUST0260,SELL006,2024-04-01,,Shipped,110269.71
ORD00882,CUST0260,SELL065,2023-10-23,2023-10-28,Delivered,109517.52
ORD00883,CUST0260,SELL066,2024-12-10,,Returned,14155.92
ORD00884,CUST0261,SELL036,2024-05-25,2024-05-29,Delivered,337069.86
ORD00885,CUST0261,SELL047,2024-09-11,2024-09-21,Delivered,183062.91
ORD00886,CUST0261,SELL019,2024-02-08,2024-02-11,Delivered,55373.35
ORD00887,CUST0261,SELL076,2024-10-18,,Cancelled,784342.05
ORD00888,CUST0261,SELL088,2024-07-19,2024-07-28,Delivered,15006.39
ORD00889,CUST0261,SELL049,2024-11-18,,Cancelled,369100.36
ORD00890,CUST0261,SELL020,2023-11-13,2023-11-16,Delivered,2057186.68
ORD00891,CUST0261,SELL002,2023-08-13,2023-08-16,Delivered,114528.20
ORD00892,CUST0262,SELL066,2024-05-10,,Shipped,328067.34
ORD00893,CUST0262,SELL037,2024-08-05,,Processing,85883.35
ORD00894,CUST0263,SELL007,2024-11-19,,Cancelled,57709.20
ORD00895,CUST0264,SELL003,2023-10-11,2023-10-16,Delivered,365253.79
ORD00896,CUST0265,SELL057,2024-11-17,,Cancelled,2724995.80
ORD00897,CUST0267,SELL012,2023-11-20,,Processing,1035554.73
ORD00898,CUST0267,SELL061,2024-09-14,2024-09-19,Delivered,364555.47
ORD00899,CUST0267,SELL038,2024-04-02,2024-04-04,Delivered,163247.70
ORD00900,CUST0267,SELL068,2024-09-30,2024-10-01,Delivered,14011.65
ORD00901,CUST0267,SELL088,2024-08-19,2024-08-24,Delivered,90584.94
ORD00902,CUST0268,SELL049,2024-11-14,2024-11-18,Delivered,24376.32
ORD00903,CUST0269,SELL067,2024-08-30,2024-09-05,Delivered,252137.68
ORD00904,CUST0269,SELL074,2024-06-01,,Processing,43142.24
ORD00905,CUST0269,SELL059,2024-10-08,2024-10-09,Delivered,38299.46
ORD00906,CUST0269,SELL087,2024-12-17,2024-12-22,Delivered,73288.78
ORD00907,CUST0272,SELL058,2024-12-25,,Cancelled,24526.05
ORD00908,CUST0272,SELL048,2024-12-30,2025-01-06,Delivered,1320381.28
ORD00909,CUST0272,SELL064,2024-11-08,2024-11-16,Delivered,1887115.40
ORD00910,CUST0272,SELL036,2024-12-18,2024-12-23,Delivered,731989.14
ORD00911,CUST0272,SELL063,2024-11-25,2024-11-29,Delivered,377173.89
ORD00912,CUST0272,SELL010,2024-11-07,,Shipped,14095.84
ORD00913,CUST0272,SELL008,2024-12-31,,Returned,44052.51
ORD00914,CUST0272,SELL085,2024-11-03,,Shipped,719457.16
ORD00915,CUST0273,SELL057,2024-12-28,,Processing,51810.86
ORD00916,CUST0273,SELL088,2024-11-23,2024-12-01,Delivered,14427.90
ORD00917,CUST0273,SELL074,2024-10-14,2024-10-25,Delivered,478987.84
ORD00918,CUST0273,SELL045,2024-09-23,2024-10-02,Delivered,71972.01
ORD00919,CUST0274,SELL066,2024-04-13,,Shipped,
ORD00920,CUST0274,SELL085,2024-08-26,,Processing,479176.61
ORD00921,CUST0274,SELL031,2024-08-30,2024-09-04,Delivered,72469.92
ORD00922,CUST0274,SELL056,2024-07-16,,Shipped,45102.28
ORD00923,CUST0275,SELL070,2024-08-12,,Shipped,346394.23
ORD00924,CUST0275,SELL070,2024-09-05,2024-09-07,Delivered,95695.43
ORD00925,CUST0275,SELL051,2024-08-25,,Returned,287086.29
ORD00926,CUST0275,SELL002,2024-06-26,2024-06-28,Delivered,134560.35
ORD00927,CUST0275,SELL086,2024-09-11,,Returned,473814.09
ORD00928,CUST0275,SELL007,2024-11-19,,Returned,192003.88
ORD00929,CUST0275,SELL090,2024-08-03,2024-08-06,Delivered,1580460.04
ORD00930,CUST0275,SELL090,2024-04-11,2024-04-15,Delivered,310936.87
ORD00931,CUST0275,SELL006,2024-09-26,2024-09-29,Delivered,291536.08
ORD00932,CUST0275,SELL030,2024-10-10,,Returned,1594874.68
ORD00933,CUST0275,SELL002,2024-07-25,,Shipped,6821.26
ORD00934,CUST0275,SELL055,2024-04-22,,Shipped,9207.08
ORD00935,CUST0276,SELL084,2024-09-22,,Shipped,513579.85
ORD00936,CUST0276,SELL088,2024-10-11,,Shipped,1368218.23
ORD00937,CUST0276,SELL074,2024-11-11,,Cancelled,1081736.00
ORD00938,CUST0277,SELL057,2023-10-02,2023-10-06,Delivered,1192178.97
ORD00939,CUST0277,SELL073,2024-03-13,,Returned,190714.01
ORD00940,CUST0277,SELL028,2024-01-10,2024-01-11,Delivered,21340.87
ORD00941,CUST0277,SELL051,2024-08-25,2024-08-27,Delivered,170268.12
ORD00942,CUST0277,SELL085,2023-10-04,,Returned,227473.76
ORD00943,CUST0277,SELL054,2023-09-12,,Returned,519702.92
ORD00944,CUST0277,SELL012,2024-04-07,2024-04-08,Delivered,12341.62
ORD00945,CUST0277,SELL043,2023-08-09,2023-08-15,Delivered,746747.97
ORD00946,CUST0277,SELL030,2024-06-17,2024-06-18,Delivered,945114.90
ORD00947,CUST0277,SELL089,2024-11-19,,Shipped,285781.38
ORD00948,CUST0278,SELL090,2023-05-08,2023-05-12,Delivered,
ORD00949,CUST0278,SELL065,2024-07-19,2024-07-20,Delivered,250844.04
ORD00950,CUST0278,SELL060,2024-03-17,,Cancelled,197983.95
ORD00951,CUST0280,SELL062,2024-08-19,,Shipped,775038.35
ORD00952,CUST0280,SELL066,2024-10-20,2024-10-22,Delivered,12278.28
ORD00953,CUST0280,SELL062,2024-06-29,2024-07-06,Delivered,632732.68
ORD00954,CUST0280,SELL030,2024-10-09,2024-10-16,Delivered,14845.55
ORD00955,CUST0280,SELL084,2024-09-26,,Shipped,215882.30
ORD00956,CUST0280,SELL026,2024-08-25,,Cancelled,648100.51
ORD00957,CUST0280,SELL017,2024-07-02,2024-07-04,Delivered,213274.88
ORD00958,CUST0280,SELL065,2024-12-09,,Processing,95695.43
ORD00959,CUST0280,SELL008,2024-05-25,,Returned,189891.12
ORD00960,CUST0280,SELL029,2024-10-21,2024-10-26,Delivered,266180.98
ORD00961,CUST0280,SELL088,2024-06-16,2024-06-23,Delivered,320608.15
ORD00962,CUST0280,SELL070,2024-07-27,,Processing,492647.20
ORD00963,CUST0281,SELL008,2024-03-17,2024-03-27,Delivered,387335.12
ORD00964,CUST0281,SELL006,2024-04-07,,Shipped,25528.24
ORD00965,CUST0281,SELL039,2024-03-04,2024-03-06,Delivered,100048.28
ORD00966,CUST0281,SELL078,2023-11-24,,Returned,570326.40
ORD00967,CUST0281,SELL050,2023-10-21,,Processing,6821.26
ORD00968,CUST0281,SELL086,2023-12-04,,Processing,153949.20
ORD00969,CUST0281,SELL066,2023-11-01,2023-11-11,Delivered,176857.47
ORD00970,CUST0281,SELL053,2024-08-28,,Cancelled,33292.29
ORD00971,CUST0281,SELL088,2024-07-17,,Cancelled,291412.38
ORD00972,CUST0281,SELL059,2024-11-12,2024-11-18,Delivered,1061481.88
ORD00973,CUST0282,SELL047,2023-10-09,,Returned,33898.73
ORD00974,CUST0282,SELL073,2024-08-23,,Shipped,187711.64
ORD00975,CUST0282,SELL082,2024-04-20,,Returned,249912.24
ORD00976,CUST0282,SELL035,2024-11-15,,Shipped,19169.60
ORD00977,CUST0285,SELL002,2024-03-31,2024-04-06,Delivered,36581.64
ORD00978,CUST0286,SELL058,2024-06-29,2024-07-06,Delivered,11097.43
ORD00979,CUST0288,SELL035,2024-11-30,,Shipped,106466.10
ORD00980,CUST0288,SELL075,2024-09-08,,Returned,443964.40
ORD00981,CUST0288,SELL028,2024-09-22,,Shipped,334715.64
ORD00982,CUST0288,SELL088,2024-07-07,2024-07-13,Delivered,67894.35
ORD00983,CUST0289,SELL027,2024-10-31,2024-11-02,Delivered,1602.14
ORD00984,CUST0289,SELL088,2024-07-24,2024-07-31,Delivered,1323987.05
ORD00985,CUST0290,SELL053,2023-04-17,,Returned,151154.98
ORD00986,CUST0290,SELL060,2024-02-17,2024-02-19,Delivered,13171.72
ORD00987,CUST0290,SELL020,2024-12-26,,Returned,2453030.18
ORD00988,CUST0290,SELL062,2023-04-17,,Shipped,1515860.19
ORD00989,CUST0290,SELL089,2024-01-25,2024-01-30,Delivered,62992.61
ORD00990,CUST0290,SELL045,2023-10-11,2023-10-14,Delivered,337561.86
ORD00991,CUST0290,SELL045,2024-07-31,,Processing,473129.95
ORD00992,CUST0290,SELL019,2023-10-27,,Shipped,19742.68
ORD00993,CUST0291,SELL047,2024-12-09,2024-12-12,Delivered,243429.47
ORD00994,CUST0291,SELL071,2024-12-01,2024-12-02,Delivered,556868.36
ORD00995,CUST0291,SELL071,2024-11-26,2024-12-02,Delivered,117897.53
ORD00996,CUST0292,SELL034,2024-09-13,,Shipped,117590.08
ORD00997,CUST0292,SELL089,2023-11-07,2023-11-09,Delivered,1067500.41
ORD00998,CUST0292,SELL086,2023-11-30,,Returned,1183040.92
ORD00999,CUST0292,SELL062,2024-07-28,2024-08-03,Delivered,734304.98
ORD01000,CUST0292,SELL030,2023-07-02,2023-07-05,Delivered,332153.37
ORD01001,CUST0292,SELL085,2024-11-27,,Processing,30282.75
ORD01002,CUST0292,SELL006,2024-04-04,,Processing,26617.40
ORD01003,CUST0293,SELL035,2024-02-26,2024-03-11,Delivered,
ORD01004,CUST0293,SELL049,2024-12-31,2025-01-14,Delivered,391595.61
ORD01005,CUST0293,SELL018,2023-04-16,2023-04-19,Delivered,50868.08
ORD01006,CUST0294,SELL085,2024-12-06,2024-12-12,Delivered,12650.30
ORD01007,CUST0294,SELL080,2024-11-19,,Shipped,17759.04
ORD01008,CUST0295,SELL030,2024-05-07,2024-05-16,Delivered,99842.46
ORD01009,CUST0296,SELL068,2024-10-02,,Returned,9547.40
ORD01010,CUST0296,SELL088,2024-08-30,,Shipped,
ORD01011,CUST0296,SELL066,2024-09-30,2024-10-01,Delivered,309288.39
ORD01012,CUST0296,SELL004,2024-12-05,2024-12-12,Delivered,137727.03
ORD01013,CUST0296,SELL001,2024-07-09,,Returned,24107.04
ORD01014,CUST0296,SELL074,2024-10-27,2024-10-30,Delivered,76142.09
ORD01015,CUST0297,SELL005,2023-05-16,2023-05-19,Delivered,40632.15
ORD01016,CUST0297,SELL050,2023-11-01,2023-11-07,Delivered,1018903.35
ORD01017,CUST0297,SELL076,2023-11-08,2023-11-11,Delivered,680880.78
ORD01018,CUST0298,SELL011,2024-03-16,2024-03-18,Delivered,467178.97
ORD01019,CUST0298,SELL029,2024-12-21,2024-12-24,Delivered,23990.67
ORD01020,CUST0298,SELL076,2024-02-02,2024-02-07,Delivered,66459.48
ORD01021,CUST0298,SELL035,2024-03-26,,Cancelled,
ORD01022,CUST0299,SELL086,2024-07-08,,Shipped,57794.83
ORD01023,CUST0299,SELL023,2024-11-02,2024-11-08,Delivered,5399.76
ORD01024,CUST0299,SELL081,2024-12-09,2024-12-12,Delivered,227279.12
ORD01025,CUST0299,SELL036,2024-07-22,2024-07-25,Delivered,26396.73
ORD01026,CUST0302,SELL015,2024-10-04,2024-10-11,Delivered,21604.29
ORD01027,CUST0302,SELL051,2024-12-31,,Returned,156709.08
ORD01028,CUST0302,SELL011,2024-11-11,,Shipped,788128.86
ORD01029,CUST0302,SELL070,2024-07-27,2024-07-29,Delivered,1316488.47
ORD01030,CUST0302,SELL025,2024-06-13,2024-06-15,Delivered,24006.66
ORD01031,CUST0303,SELL075,2024-03-27,,Returned,13196.11
ORD01032,CUST0304,SELL019,2024-09-04,,Returned,6516.61
ORD01033,CUST0304,SELL063,2023-10-22,,Returned,757102.92
ORD01034,CUST0304,SELL008,2023-12-22,,Processing,30581.49
ORD01035,CUST0304,SELL036,2024-10-28,,Cancelled,468002.78
ORD01036,CUST0304,SELL018,2024-09-29,2024-10-01,Delivered,75976.50
ORD01037,CUST0304,SELL030,2023-11-01,2023-11-02,Delivered,135063.48
ORD01038,CUST0304,SELL086,2024-09-16,,Returned,1365408.14
ORD01039,CUST0304,SELL008,2024-02-15,2024-02-21,Delivered,45557.08
ORD01040,CUST0304,SELL075,2023-12-04,,Shipped,48710.76
ORD01041,CUST0304,SELL070,2024-10-16,2024-10-18,Delivered,952072.75
ORD01042,CUST0304,SELL012,2024-12-19,,Processing,154950.88
ORD01043,CUST0305,SELL034,2024-05-03,,Shipped,36491.25
ORD01044,CUST0305,SELL053,2024-01-29,,Processing,353692.59
ORD01045,CUST0305,SELL020,2024-09-11,2024-09-21,Delivered,254267.42
ORD01046,CUST0306,SELL044,2024-12-16,,Processing,23540.85
ORD01047,CUST0306,SELL063,2024-10-21,,Shipped,36567.08
ORD01048,CUST0306,SELL012,2024-10-26,2024-10-27,Delivered,1229781.35
ORD01049,CUST0306,SELL063,2024-10-12,2024-10-13,Delivered,679049.30
ORD01050,CUST0306,SELL080,2024-12-17,,Shipped,66595.50
ORD01051,CUST0306,SELL023,2024-10-17,2024-10-19,Delivered,34973.36
ORD01052,CUST0307,SELL038,2024-10-21,2024-10-24,Delivered,58767.24
ORD01053,CUST0307,SELL076,2024-12-24,,Processing,1333503.85
ORD01054,CUST0307,SELL067,2024-09-30,2024-10-07,Delivered,1038425.47
ORD01055,CUST0308,SELL088,2024-08-15,,Processing,51659.98
ORD01056,CUST0308,SELL024,2024-04-14,,Cancelled,242664.04
ORD01057,CUST0308,SELL024,2024-06-14,2024-06-17,Delivered,42901.95
ORD01058,CUST0310,SELL011,2024-12-21,2024-12-26,Delivered,39168.98
ORD01059,CUST0310,SELL037,2024-12-26,2024-12-31,Delivered,407731.20
ORD01060,CUST0312,SELL060,2024-03-29,2024-04-03,Delivered,101388.10
ORD01061,CUST0312,SELL010,2023-12-07,2023-12-15,Delivered,118084.60
ORD01062,CUST0312,SELL027,2024-06-14,2024-06-19,Delivered,193997.28
ORD01063,CUST0312,SELL009,2024-08-31,,Processing,317128.75
ORD01064,CUST0313,SELL056,2024-11-23,,Cancelled,45651.79
ORD01065,CUST0313,SELL034,2024-09-17,,Cancelled,849393.93
ORD01066,CUST0313,SELL023,2024-08-20,2024-08-24,Delivered,57025.35
ORD01067,CUST0313,SELL050,2024-12-31,2025-01-06,Delivered,
ORD01068,CUST0314,SELL056,2024-12-19,2024-12-23,Delivered,931864.34
ORD01069,CUST0315,SELL037,2024-12-30,2024-12-31,Delivered,108201.85
ORD01070,CUST0316,SELL036,2024-11-06,,Shipped,136400.23
ORD01071,CUST0316,SELL056,2024-10-25,2024-10-30,Delivered,412524.16
ORD01072,CUST0316,SELL051,2024-10-23,2024-11-02,Delivered,26917.21
ORD01073,CUST0317,SELL031,2024-03-07,2024-03-12,Delivered,1464648.35
ORD01074,CUST0317,SELL073,2023-11-27,,Returned,2462814.31
ORD01075,CUST0317,SELL030,2024-08-24,,Shipped,687406.40
ORD01076,CUST0317,SELL053,2023-12-30,2024-01-03,Delivered,335910.17
ORD01077,CUST0317,SELL014,2024-12-21,2024-12-28,Delivered,515070.46
ORD01078,CUST0317,SELL078,2023-11-12,2023-11-14,Delivered,48285.65
ORD01079,CUST0318,SELL009,2024-09-10,,Returned,1346379.12
ORD01080,CUST0318,SELL048,2023-07-10,2023-07-16,Delivered,305515.78
ORD01081,CUST0318,SELL053,2023-10-04,2023-10-08,Delivered,4792.40
ORD01082,CUST0318,SELL070,2024-11-23,,Returned,128736.45
ORD01083,CUST0318,SELL049,2023-10-28,,Returned,
ORD01084,CUST0318,SELL013,2024-05-23,,Cancelled,12155.28
ORD01085,CUST0318,SELL021,2024-12-26,,Shipped,11386.20
ORD01086,CUST0318,SELL039,2023-06-05,,Processing,596785.81
ORD01087,CUST0320,SELL001,2024-12-20,2024-12-25,Delivered,44389.86
ORD01088,CUST0320,SELL010,2024-12-31,2025-01-03,Delivered,609401.78
ORD01089,CUST0320,SELL069,2024-12-20,,Returned,345294.13
ORD01090,CUST0320,SELL066,2024-12-05,,Returned,
ORD01091,CUST0321,SELL008,2024-09-14,,Cancelled,1924.96
ORD01092,CUST0322,SELL074,2024-03-05,2024-03-16,Delivered,1013423.02
ORD01093,CUST0323,SELL034,2024-11-05,,Returned,178790.22
ORD01094,CUST0324,SELL006,2024-06-28,2024-06-30,Delivered,87002.20
ORD01095,CUST0324,SELL003,2024-09-24,,Returned,441325.97
ORD01096,CUST0325,SELL065,2024-11-21,2024-11-24,Delivered,1139763.44
ORD01097,CUST0325,SELL055,2024-04-29,2024-05-05,Delivered,35488.70
ORD01098,CUST0326,SELL051,2024-03-18,2024-03-20,Delivered,182319.68
ORD01099,CUST0328,SELL079,2024-10-11,2024-10-19,Delivered,
ORD01100,CUST0329,SELL043,2024-07-03,,Cancelled,97086.56
ORD01101,CUST0329,SELL039,2024-08-19,2024-08-27,Delivered,199930.87
ORD01102,CUST0329,SELL030,2024-06-26,,Processing,143131.75
ORD01103,CUST0329,SELL022,2024-12-05,2024-12-08,Delivered,852463.48
ORD01104,CUST0329,SELL061,2024-06-19,,Shipped,53843.48
ORD01105,CUST0329,SELL070,2024-08-10,,Cancelled,331468.35
ORD01106,CUST0330,SELL013,2024-08-13,,Processing,319248.56
ORD01107,CUST0330,SELL068,2023-09-12,2023-09-15,Delivered,1144574.29
ORD01108,CUST0330,SELL046,2024-02-18,,Returned,49750.64
ORD01109,CUST0330,SELL074,2024-08-08,,Processing,94241.74
ORD01110,CUST0330,SELL068,2023-08-30,2023-09-03,Delivered,16739.67
ORD01111,CUST0331,SELL066,2024-07-08,2024-07-09,Delivered,141950.72
ORD01112,CUST0331,SELL037,2024-10-09,2024-10-10,Delivered,162894.00
ORD01113,CUST0331,SELL028,2024-09-04,2024-09-10,Delivered,120150.56
ORD01114,CUST0331,SELL049,2024-07-10,2024-07-17,Delivered,41341.72
ORD01115,CUST0331,SELL029,2024-06-08,,Shipped,7077.96
ORD01116,CUST0331,SELL056,2024-08-27,,Returned,102750.60
ORD01117,CUST0332,SELL077,2023-03-22,2023-04-02,Delivered,58514.20
ORD01118,CUST0332,SELL011,2024-01-27,2024-02-10,Delivered,52971.75
ORD01119,CUST0333,SELL039,2024-07-22,,Processing,51996.04
ORD01120,CUST0334,SELL074,2024-11-29,2024-12-05,Delivered,12460.22
ORD01121,CUST0334,SELL023,2024-11-05,,Cancelled,35864.85
ORD01122,CUST0334,SELL081,2024-08-04,,Shipped,98779.27
