review_id,product_id,customer_id,order_id,rating,review_date
REV00438,PROD0059,CUST0481,ORD01625,1,2024-06-28
REV00439,PROD0073,CUST0481,ORD01627,4,2024-10-09
REV00440,PROD0097,CUST0481,ORD01629,5,2023-06-06
REV00441,PROD0269,CUST0482,ORD01636,5,2024-02-18
REV00442,PROD0238,CUST0482,ORD01639,1,2024-10-20
REV00443,PROD0240,CUST0483,ORD01640,1,2024-08-22
REV00444,PROD0003,CUST0486,ORD01642,3,2023-12-20
REV00445,PROD0233,CUST0491,ORD01647,5,2024-05-23
REV00446,PROD0198,CUST0491,ORD01648,5,2024-05-30
REV00447,PROD0055,CUST0494,ORD01654,4,2024-06-24
REV00448,PROD0033,CUST0494,ORD01655,3,2024-06-23
REV00449,PROD0112,CUST0495,ORD01660,5,2024-12-06
REV00450,PROD0110,CUST0497,ORD01663,5,2024-09-24
REV00451,PROD0025,CUST0497,ORD01664,4,2024-05-29
REV00452,PROD0002,CUST0497,ORD01667,1,2024-05-07
REV00453,PROD0072,CUST0502,ORD01676,2,2024-11-27
REV00454,PROD0129,CUST0503,ORD01680,5,2024-10-05
REV00455,PROD0177,CUST0503,ORD01682,4,2024-03-30
REV00456,PROD0075,CUST0504,ORD01683,2,2024-02-01
REV00457,PROD0045,CUST0505,ORD01684,4,2024-09-30
REV00459,PROD0019,CUST0507,ORD01693,5,2024-07-31
REV00460,PROD0152,CUST0507,ORD01694,5,2024-06-22
REV00461,PROD0133,CUST0511,ORD01698,4,2024-09-25
REV00462,PROD0112,CUST0511,ORD01699,3,2024-10-04
REV00463,PROD0214,CUST0513,ORD01708,3,2024-12-08
REV00464,PROD0099,CUST0513,ORD01709,3,2024-12-07
REV00465,PROD0029,CUST0513,ORD01710,2,2024-12-07
REV00466,PROD0137,CUST0513,ORD01711,4,2024-12-06
REV00467,PROD0196,CUST0513,ORD01712,5,2024-12-14
REV00468,PROD0169,CUST0518,ORD01720,4,2024-04-30
REV00469,PROD0012,CUST0518,ORD01723,5,2024-02-22
REV00470,PROD0167,CUST0518,ORD01725,3,2024-08-31
REV00471,PROD0044,CUST0519,ORD01731,4,2024-08-05
REV00472,PROD0044,CUST0519,ORD01732,5,2024-07-24
REV00473,PROD0245,CUST0519,ORD01736,2,2024-07-13
REV00474,PROD0107,CUST0522,ORD01741,1,2024-10-06
REV00475,PROD0077,CUST0522,ORD01742,4,2024-12-31
REV00476,PROD0182,CUST0526,ORD01751,4,2024-12-31
REV00477,PROD0125,CUST0526,ORD01752,4,2024-11-23
REV00478,PROD0247,CUST0528,ORD01754,3,2024-11-10
REV00479,PROD0061,CUST0529,ORD01757,2,2023-09-12
REV00480,PROD0236,CUST0529,ORD01759,4,2024-07-02
REV00481,PROD0165,CUST0532,ORD01763,2,2024-07-16
REV00482,PROD0164,CUST0534,ORD01764,5,2024-07-22
REV00483,PROD0048,CUST0535,ORD01767,3,2024-06-12
REV00484,PROD0075,CUST0536,ORD01772,5,2024-12-09
REV00485,PROD0252,CUST0540,ORD01776,5,2024-11-04
REV00486,PROD0041,CUST0540,ORD01779,4,2024-06-19
REV00487,PROD0166,CUST0540,ORD01780,3,2024-02-21
REV00488,PROD0202,CUST0540,ORD01782,3,2024-06-22
REV00489,PROD0275,CUST0540,ORD01785,3,2023-10-01
REV00490,PROD0172,CUST0541,ORD01790,4,2024-11-19
REV00491,PROD0079,CUST0541,ORD01800,1,2024-01-12
REV00492,PROD0245,CUST0542,ORD01802,3,2024-05-22
REV00493,PROD0142,CUST0542,ORD01804,4,2024-05-22
REV00494,PROD0037,CUST0546,ORD01810,5,2024-12-31
REV00495,PROD0192,CUST0546,ORD01812,1,2024-11-20
REV00496,PROD0102,CUST0549,ORD01822,3,2024-10-20
REV00497,PROD0251,CUST0550,ORD01823,4,2024-12-29
REV00498,PROD0159,CUST0550,ORD01825,5,2024-07-07
REV00499,PROD0263,CUST0552,ORD01835,4,2024-09-22
REV00500,PROD0227,CUST0553,ORD01837,4,2024-04-05
REV00501,PROD0034,CUST0556,ORD01839,1,2024-10-25
REV00502,PROD0201,CUST0557,ORD01845,5,2024-12-31
REV00503,PROD0128,CUST0557,ORD01846,4,2024-12-09
REV00504,PROD0099,CUST0558,ORD01853,5,2024-05-13
REV00505,PROD0032,CUST0558,ORD01856,1,2024-07-03
REV00506,PROD0225,CUST0561,ORD01866,4,2024-09-03
REV00507,PROD0228,CUST0561,ORD01867,4,2024-05-22
REV00508,PROD0196,CUST0561,ORD01872,3,2024-04-17
REV00509,PROD0272,CUST0563,ORD01875,3,2024-07-14
REV00510,PROD0089,CUST0563,ORD01879,2,2024-07-07
REV00511,PROD0100,CUST0563,ORD01880,5,2024-09-30
REV00512,PROD0270,CUST0563,ORD01881,3,2024-10-12
REV00513,PROD0185,CUST0563,ORD01882,2,2024-12-05
REV00514,PROD0278,CUST0565,ORD01885,5,2024-11-15
REV00515,PROD0206,CUST0566,ORD01887,4,2024-02-04
REV00516,PROD0081,CUST0568,ORD01898,4,2024-11-02
REV00517,PROD0026,CUST0568,ORD01899,1,2024-11-06
REV00518,PROD0138,CUST0569,ORD01901,4,2024-01-20
REV00519,PROD0094,CUST0569,ORD01902,5,2024-02-14
REV00520,PROD0230,CUST0569,ORD01904,1,2024-01-19
REV00521,PROD0207,CUST0569,ORD01906,5,2023-11-20
REV00522,PROD0114,CUST0570,ORD01912,3,2024-11-22
REV00523,PROD0092,CUST0571,ORD01913,5,2023-11-17
REV00524,PROD0128,CUST0574,ORD01918,1,2024-02-19
REV00525,PROD0143,CUST0575,ORD01920,3,2024-07-14
REV00526,PROD0206,CUST0577,ORD01933,3,2024-09-12
REV00527,PROD0076,CUST0577,ORD01934,5,2024-12-20
REV00528,PROD0031,CUST0579,ORD01939,5,2023-10-16
REV00529,PROD0003,CUST0582,ORD01942,5,2024-05-27
REV00530,PROD0133,CUST0582,ORD01947,4,2024-05-06
REV00531,PROD0048,CUST0582,ORD01950,4,2024-07-06
REV00533,PROD0258,CUST0586,ORD01955,3,2024-11-29
REV00534,PROD0162,CUST0586,ORD01956,4,2024-06-27
REV00535,PROD0024,CUST0587,ORD01960,3,2024-04-28
REV00536,PROD0240,CUST0590,ORD01964,3,2023-12-01
REV00537,PROD0247,CUST0591,ORD01973,3,2024-03-28
REV00538,PROD0264,CUST0592,ORD01979,4,2024-12-31
REV00539,PROD0163,CUST0592,ORD01982,5,2024-11-06
REV00540,PROD0212,CUST0593,ORD01985,4,2024-02-29
REV00541,PROD0134,CUST0593,ORD01987,3,2024-02-20
REV00542,PROD0256,CUST0593,ORD01990,5,2023-12-20
REV00543,PROD0240,CUST0593,ORD01995,5,2023-11-29
REV00544,PROD0033,CUST0596,ORD02001,5,2024-02-07
REV00545,PROD0083,CUST0597,ORD02002,4,2024-09-12
REV00546,PROD0006,CUST0598,ORD02005,3,2024-01-27
REV00547,PROD0098,CUST0598,ORD02006,2,2023-09-15
REV00548,PROD0025,CUST0599,ORD02013,3,2024-06-08
REV00549,PROD0055,CUST0599,ORD02015,4,2024-05-14
REV00550,PROD0184,CUST0599,ORD02017,4,2024-09-27
REV00551,PROD0159,CUST0599,ORD02018,5,2024-10-23
REV00552,PROD0222,CUST0602,ORD02023,3,2024-08-27
REV00553,PROD0146,CUST0605,ORD02030,5,2024-12-21
REV00554,PROD0261,CUST0606,ORD02034,5,2024-07-19
REV00555,PROD0170,CUST0610,ORD02036,5,2024-11-26
REV00556,PROD0141,CUST0610,ORD02039,4,2024-09-03
REV00557,PROD0220,CUST0611,ORD02043,2,2024-02-11
REV00558,PROD0166,CUST0614,ORD02051,2,2024-01-26
REV00559,PROD0219,CUST0614,ORD02054,2,2024-01-24
REV00560,PROD0239,CUST0614,ORD02055,4,2024-03-29
REV00561,PROD0280,CUST0614,ORD02057,2,2024-07-10
REV00562,PROD0116,CUST0617,ORD02064,5,2024-09-16
REV00563,PROD0212,CUST0617,ORD02065,5,2024-12-10
REV00564,PROD0118,CUST0617,ORD02068,4,2024-12-31
REV00565,PROD0188,CUST0618,ORD02070,2,2024-08-14
REV00566,PROD0230,CUST0618,ORD02071,4,2024-07-20
REV00567,PROD0024,CUST0618,ORD02072,2,2024-12-18
REV00568,PROD0170,CUST0618,ORD02079,5,2024-08-02
REV00569,PROD0173,CUST0621,ORD02082,4,2023-12-04
REV00570,PROD0220,CUST0621,ORD02083,4,2024-12-02
REV00571,PROD0169,CUST0621,ORD02084,3,2024-07-19
REV00572,PROD0130,CUST0621,ORD02090,3,2024-12-08
REV00573,PROD0054,CUST0621,ORD02093,4,2024-12-31
REV00574,PROD0277,CUST0624,ORD02098,3,2024-09-07
REV00575,PROD0115,CUST0626,ORD02106,3,2024-02-08
REV00576,PROD0025,CUST0626,ORD02112,4,2024-07-03
REV00577,PROD0047,CUST0626,ORD02113,1,2024-05-13
REV00578,PROD0236,CUST0628,ORD02115,5,2024-04-23
REV00579,PROD0031,CUST0631,ORD02120,4,2024-10-02
REV00580,PROD0263,CUST0631,ORD02121,4,2024-08-06
REV00581,PROD0047,CUST0631,ORD02123,3,2024-10-13
REV00582,PROD0085,CUST0633,ORD02128,4,2023-11-15
REV00583,PROD0106,CUST0634,ORD02132,4,2023-11-23
REV00584,PROD0266,CUST0635,ORD02136,5,2024-11-22
REV00585,PROD0236,CUST0635,ORD02137,5,2024-12-31
REV00587,PROD0094,CUST0636,ORD02142,4,2023-10-20
REV00588,PROD0177,CUST0638,ORD02149,5,2023-12-16
REV00589,PROD0204,CUST0640,ORD02153,3,2024-01-15
REV00590,PROD0145,CUST0642,ORD02168,5,2024-02-19
REV00591,PROD0196,CUST0643,ORD02173,2,2024-05-12
REV00592,PROD0084,CUST0644,ORD02177,3,2023-11-15
REV00593,PROD0069,CUST0644,ORD02179,1,2024-06-19
REV00594,PROD0175,CUST0645,ORD02183,2,2024-12-01
REV00595,PROD0258,CUST0645,ORD02184,5,2024-12-05
REV00596,PROD0200,CUST0645,ORD02186,1,2024-11-02
REV00597,PROD0065,CUST0645,ORD02189,5,2024-11-18
REV00598,PROD0209,CUST0646,ORD02190,4,2024-04-24
REV00599,PROD0114,CUST0648,ORD02198,4,2024-02-06
REV00600,PROD0147,CUST0653,ORD02207,4,2024-03-01
REV00601,PROD0252,CUST0653,ORD02208,5,2024-09-14
REV00602,PROD0006,CUST0654,ORD02211,1,2024-10-13
REV00603,PROD0012,CUST0656,ORD02213,2,2024-07-27
REV00604,PROD0170,CUST0656,ORD02216,4,2024-12-22
REV00605,PROD0081,CUST0656,ORD02219,3,2024-10-31
REV00606,PROD0208,CUST0656,ORD02221,5,2024-08-20
REV00607,PROD0236,CUST0657,ORD02224,3,2023-10-24
REV00608,PROD0208,CUST0657,ORD02225,1,2024-04-27
REV00609,PROD0206,CUST0658,ORD02227,5,2023-10-01
REV00610,PROD0004,CUST0662,ORD02242,5,2024-05-30
REV00611,PROD0227,CUST0665,ORD02247,3,2023-08-15
REV00612,PROD0077,CUST0666,ORD02255,4,2024-06-23
REV00613,PROD0061,CUST0666,ORD02256,1,2024-07-28
REV00614,PROD0056,CUST0666,ORD02258,2,2024-11-21
REV00615,PROD0239,CUST0666,ORD02259,1,2024-12-23
REV00616,PROD0059,CUST0666,ORD02260,5,2024-12-31
REV00617,PROD0042,CUST0666,ORD02261,5,2024-06-16
REV00618,PROD0096,CUST0667,ORD02265,5,2023-11-12
REV00619,PROD0280,CUST0667,ORD02267,5,2024-04-24
REV00620,PROD0242,CUST0667,ORD02268,3,2024-06-02
REV00621,PROD0247,CUST0667,ORD02270,5,2023-11-19
REV00622,PROD0278,CUST0670,ORD02274,4,2024-10-26
REV00623,PROD0252,CUST0671,ORD02276,1,2024-06-07
REV00624,PROD0066,CUST0671,ORD02280,5,2024-04-20
REV00625,PROD0222,CUST0673,ORD02284,4,2024-12-26
REV00626,PROD0178,CUST0673,ORD02290,5,2024-11-29
REV00627,PROD0100,CUST0675,ORD02296,5,2024-11-24
REV00628,PROD0050,CUST0675,ORD02299,1,2024-10-07
REV00629,PROD0013,CUST0677,ORD02305,5,2024-07-11
REV00630,PROD0146,CUST0679,ORD02314,2,2024-11-12
REV00631,PROD0101,CUST0680,ORD02316,5,2024-12-30
REV00632,PROD0207,CUST0682,ORD02318,5,2024-12-13
REV00633,PROD0082,CUST0682,ORD02319,5,2024-12-31
REV00634,PROD0276,CUST0682,ORD02323,3,2024-12-31
REV00635,PROD0028,CUST0683,ORD02328,4,2024-06-11
REV00636,PROD0181,CUST0684,ORD02330,5,2024-10-21
REV00637,PROD0265,CUST0685,ORD02333,2,2024-04-14
REV00638,PROD0061,CUST0688,ORD02343,4,2024-05-02
REV00639,PROD0176,CUST0689,ORD02346,3,2024-10-27
REV00640,PROD0104,CUST0689,ORD02348,3,2024-10-08
REV00641,PROD0173,CUST0689,ORD02349,5,2024-09-24
REV00642,PROD0183,CUST0690,ORD02351,3,2024-04-29
REV00643,PROD0169,CUST0690,ORD02352,4,2023-04-14
REV00644,PROD0016,CUST0691,ORD02360,5,2024-05-23
REV00645,PROD0087,CUST0691,ORD02362,4,2024-11-18
REV00646,PROD0139,CUST0692,ORD02367,3,2023-03-22
REV00647,PROD0223,CUST0692,ORD02371,5,2023-07-13
REV00648,PROD0279,CUST0694,ORD02374,5,2024-06-26
REV00649,PROD0040,CUST0695,ORD02376,3,2024-09-03
REV00650,PROD0220,CUST0695,ORD02378,4,2024-09-17
REV00651,PROD0004,CUST0695,ORD02379,5,2024-10-02
REV00652,PROD0006,CUST0695,ORD02380,2,2024-12-08
REV00653,PROD0045,CUST0695,ORD02382,5,2024-10-15
REV00654,PROD0124,CUST0696,ORD02386,2,2024-12-31
REV00655,PROD0114,CUST0697,ORD02390,4,2024-09-06
REV00656,PROD0004,CUST0697,ORD02391,2,2024-10-30
REV00657,PROD0007,CUST0700,ORD02398,2,2024-12-31
REV00658,PROD0082,CUST0700,ORD02399,5,2024-11-11
REV00659,PROD0145,CUST0702,ORD02406,5,2024-05-18
REV00660,PROD0145,CUST0703,ORD02408,4,2024-12-31
REV00661,PROD0064,CUST0703,ORD02409,5,2024-09-22
REV00662,PROD0075,CUST0708,ORD02422,2,2024-12-31
REV00663,PROD0269,CUST0709,ORD02423,3,2024-07-31
REV00664,PROD0098,CUST0712,ORD02431,5,2023-10-13
REV00665,PROD0175,CUST0712,ORD02434,5,2024-08-26
REV00666,PROD0202,CUST0714,ORD02444,4,2024-11-14
REV00667,PROD0155,CUST0714,ORD02447,2,2024-12-31
REV00668,PROD0273,CUST0714,ORD02450,4,2024-12-13
REV00669,PROD0098,CUST0714,ORD02451,5,2024-11-15
REV00670,PROD0042,CUST0714,ORD02453,3,2024-11-20
REV00671,PROD0250,CUST0719,ORD02461,1,2024-12-05
REV00672,PROD0112,CUST0720,ORD02464,2,2024-07-25
REV00673,PROD0028,CUST0720,ORD02465,5,2024-08-12
REV00674,PROD0131,CUST0721,ORD02469,4,2024-12-25
REV00675,PROD0040,CUST0721,ORD02473,5,2024-12-11
REV00676,PROD0115,CUST0722,ORD02475,5,2024-12-05
REV00677,PROD0175,CUST0722,ORD02476,4,2023-11-19
REV00678,PROD0212,CUST0723,ORD02483,4,2024-03-11
REV00679,PROD0239,CUST0725,ORD02489,4,2023-10-04
REV00680,PROD0126,CUST0726,ORD02493,5,2024-11-15
REV00681,PROD0100,CUST0730,ORD02504,4,2024-12-25
REV00682,PROD0251,CUST0731,ORD02507,3,2024-12-31
REV00683,PROD0149,CUST0731,ORD02510,3,2024-07-24
REV00684,PROD0074,CUST0732,ORD02512,5,2024-08-20
REV00685,PROD0067,CUST0733,ORD02518,3,2024-07-07
REV00686,PROD0216,CUST0734,ORD02522,5,2024-04-10
REV00687,PROD0251,CUST0736,ORD02524,3,2024-03-14
REV00688,PROD0100,CUST0736,ORD02527,5,2023-12-12
REV00689,PROD0263,CUST0737,ORD02536,4,2023-12-18
REV00690,PROD0175,CUST0740,ORD02549,4,2024-10-14
REV00691,PROD0004,CUST0740,ORD02550,4,2024-09-09
REV00692,PROD0127,CUST0740,ORD02554,5,2024-04-24
REV00693,PROD0184,CUST0741,ORD02556,1,2024-07-10
REV00694,PROD0003,CUST0744,ORD02567,4,2024-07-21
REV00695,PROD0084,CUST0747,ORD02569,3,2024-12-03
REV00696,PROD0176,CUST0747,ORD02571,1,2024-11-03
REV00697,PROD0038,CUST0747,ORD02573,3,2024-11-25
REV00698,PROD0025,CUST0748,ORD02578,4,2024-11-06
REV00699,PROD0201,CUST0748,ORD02581,5,2023-12-05
REV00700,PROD0028,CUST0749,ORD02583,3,2024-10-08
REV00701,PROD0178,CUST0749,ORD02584,4,2024-07-21
REV00702,PROD0090,CUST0750,ORD02586,5,2024-10-11
REV00703,PROD0055,CUST0750,ORD02588,2,2024-11-19
REV00704,PROD0066,CUST0750,ORD02589,5,2024-11-28
REV00705,PROD0076,CUST0751,ORD02592,4,2024-05-11
REV00706,PROD0244,CUST0751,ORD02599,2,2024-11-22
REV00707,PROD0220,CUST0753,ORD02607,4,2024-10-25
REV00708,PROD0086,CUST0753,ORD02609,5,2024-08-26
REV00709,PROD0267,CUST0756,ORD02620,4,2024-12-31
REV00710,PROD0253,CUST0758,ORD02622,4,2024-12-31
REV00711,PROD0248,CUST0758,ORD02625,5,2024-06-14
REV00712,PROD0253,CUST0760,ORD02628,4,2024-12-27
REV00713,PROD0280,CUST0760,ORD02630,5,2024-12-17
REV00714,PROD0007,CUST0760,ORD02631,4,2024-12-30
REV00715,PROD0120,CUST0760,ORD02632,5,2024-12-27
REV00716,PROD0120,CUST0762,ORD02636,5,2024-12-10
REV00717,PROD0230,CUST0763,ORD02638,4,2024-07-22
REV00719,PROD0236,CUST0768,ORD02644,3,2024-08-03
REV00720,PROD0070,CUST0771,ORD02650,5,2024-02-04
REV00721,PROD0009,CUST0772,ORD02652,4,2024-06-27
REV00722,PROD0040,CUST0772,ORD02660,3,2024-08-17
REV00723,PROD0134,CUST0774,ORD02664,4,2024-01-23
REV00724,PROD0088,CUST0774,ORD02665,5,2023-11-04
REV00725,PROD0137,CUST0774,ORD02669,3,2023-03-02
REV00726,PROD0258,CUST0778,ORD02676,3,2024-12-10
REV00727,PROD0045,CUST0778,ORD02681,3,2024-12-10
REV00728,PROD0181,CUST0779,ORD02685,2,2024-07-08
REV00729,PROD0087,CUST0779,ORD02686,4,2024-06-14
REV00730,PROD0213,CUST0779,ORD02689,4,2024-02-29
REV00731,PROD0067,CUST0779,ORD02691,5,2024-05-23
REV00732,PROD0082,CUST0782,ORD02697,3,2024-05-26
REV00733,PROD0026,CUST0783,ORD02700,1,2023-11-24
REV00734,PROD0099,CUST0783,ORD02701,3,2024-02-02
REV00735,PROD0267,CUST0783,ORD02702,5,2023-10-10
REV00736,PROD0071,CUST0783,ORD02703,5,2024-07-01
REV00737,PROD0080,CUST0784,ORD02710,5,2023-07-29
REV00738,PROD0250,CUST0784,ORD02711,3,2024-06-03
REV00739,PROD0217,CUST0784,ORD02712,2,2024-04-25
REV00740,PROD0128,CUST0784,ORD02714,3,2024-11-18
REV00741,PROD0045,CUST0784,ORD02715,5,2024-04-28
REV00742,PROD0065,CUST0784,ORD02716,5,2024-10-31
REV00743,PROD0041,CUST0786,ORD02723,5,2024-10-27
REV00744,PROD0056,CUST0786,ORD02724,2,2024-03-30
REV00745,PROD0178,CUST0786,ORD02725,4,2024-06-12
REV00746,PROD0167,CUST0789,ORD02729,3,2024-05-21
REV00747,PROD0025,CUST0792,ORD02737,1,2024-05-30
REV00748,PROD0018,CUST0792,ORD02744,1,2024-09-14
REV00749,PROD0035,CUST0793,ORD02747,4,2024-07-13
REV00750,PROD0247,CUST0797,ORD02769,4,2024-04-16
REV00751,PROD0266,CUST0797,ORD02772,1,2024-07-12
REV00752,PROD0126,CUST0800,ORD02777,5,2024-09-23
REV00753,PROD0272,CUST0800,ORD02778,5,2024-03-30
REV00754,PROD0083,CUST0801,ORD02779,1,2024-10-07
REV00755,PROD0257,CUST0801,ORD02783,5,2024-12-11
REV00756,PROD0002,CUST0801,ORD02784,5,2024-10-10
REV00757,PROD0244,CUST0801,ORD02785,2,2024-10-28
REV00758,PROD0091,CUST0801,ORD02789,4,2024-10-16
REV00759,PROD0054,CUST0802,ORD02794,3,2024-08-13
REV00760,PROD0238,CUST0804,ORD02799,2,2023-11-26
REV00761,PROD0261,CUST0809,ORD02803,4,2024-10-13
REV00762,PROD0081,CUST0809,ORD02804,4,2023-08-13
REV00763,PROD0248,CUST0812,ORD02811,4,2024-08-19
REV00764,PROD0221,CUST0813,ORD02818,5,2024-09-28
REV00765,PROD0162,CUST0814,ORD02819,4,2023-09-04
REV00766,PROD0097,CUST0814,ORD02821,1,2024-07-02
REV00767,PROD0200,CUST0814,ORD02823,5,2024-07-19
REV00768,PROD0086,CUST0815,ORD02829,3,2024-12-31
REV00769,PROD0052,CUST0815,ORD02830,4,2024-11-30
REV00770,PROD0110,CUST0815,ORD02831,3,2024-10-08
REV00771,PROD0031,CUST0815,ORD02833,1,2024-12-31
REV00772,PROD0170,CUST0816,ORD02835,2,2024-10-10
REV00773,PROD0211,CUST0817,ORD02842,4,2024-07-26
REV00774,PROD0023,CUST0817,ORD02846,4,2024-01-08
REV00775,PROD0005,CUST0818,ORD02853,3,2024-09-29
REV00776,PROD0065,CUST0818,ORD02854,5,2024-11-12
REV00777,PROD0018,CUST0820,ORD02865,5,2024-01-30
REV00778,PROD0266,CUST0821,ORD02866,4,2024-08-29
REV00779,PROD0109,CUST0822,ORD02871,3,2024-10-14
REV00780,PROD0149,CUST0822,ORD02872,5,2024-09-21
REV00781,PROD0165,CUST0822,ORD02875,3,2024-12-05
REV00782,PROD0189,CUST0823,ORD02876,3,2024-11-03
REV00783,PROD0127,CUST0825,ORD02882,3,2024-02-15
REV00784,PROD0027,CUST0825,ORD02885,3,2024-03-11
REV00785,PROD0067,CUST0825,ORD02888,5,2024-03-24
REV00786,PROD0101,CUST0830,ORD02897,5,2024-07-23
REV00787,PROD0253,CUST0830,ORD02898,4,2024-12-30
REV00788,PROD0092,CUST0830,ORD02899,2,2024-06-29
REV00789,PROD0191,CUST0831,ORD02909,3,2024-03-16
REV00790,PROD0184,CUST0831,ORD02915,4,2024-09-10
REV00791,PROD0066,CUST0833,ORD02921,4,2024-08-02
REV00792,PROD0223,CUST0833,ORD02922,5,2024-12-31
REV00793,PROD0035,CUST0833,ORD02923,5,2024-09-09
REV00794,PROD0210,CUST0833,ORD02928,4,2024-10-31
REV00795,PROD0148,CUST0836,ORD02936,5,2024-12-14
REV00796,PROD0180,CUST0836,ORD02940,3,2024-11-26
REV00797,PROD0011,CUST0837,ORD02949,3,2024-07-13
REV00798,PROD0177,CUST0839,ORD02954,4,2024-09-21
REV00799,PROD0245,CUST0840,ORD02958,3,2024-01-22
REV00800,PROD0007,CUST0843,ORD02966,4,2024-11-04
REV00801,PROD0046,CUST0843,ORD02970,4,2024-05-20
REV00802,PROD0197,CUST0844,ORD02972,4,2024-09-16
REV00803,PROD0279,CUST0847,ORD02976,3,2024-10-23
REV00804,PROD0057,CUST0847,ORD02977,4,2024-11-05
REV00805,PROD0204,CUST0847,ORD02978,4,2024-10-08
REV00806,PROD0056,CUST0847,ORD02979,5,2024-08-25
REV00807,PROD0225,CUST0847,ORD02980,3,2024-09-14
REV00808,PROD0182,CUST0849,ORD02981,3,2024-06-02
REV00809,PROD0043,CUST0849,ORD02983,2,2024-07-22
REV00810,PROD0074,CUST0850,ORD02984,4,2024-10-30
REV00811,PROD0181,CUST0851,ORD02987,5,2024-09-08
REV00812,PROD0073,CUST0852,ORD02989,1,2024-06-10
REV00813,PROD0230,CUST0854,ORD02992,5,2024-01-15
REV00814,PROD0055,CUST0857,ORD02996,5,2024-05-10
REV00815,PROD0062,CUST0858,ORD02998,2,2023-08-13
REV00816,PROD0012,CUST0859,ORD03000,4,2024-02-26
REV00817,PROD0012,CUST0518,ORD01723,3,2024-02-17
